riadok_id	dodavatelsky_kod	ean	mpn	oe_cisla	tecdoc_id	znacka	vyrobca	dodavatel	kategoria	podkategoria	kategoria_kod	nazov_produktu	kratky_popis	dlhy_popis	typ_variantu	hodnota_variantu	pozicia_montaze	strana	farba	mena	dph_sadzba_pct	voc_bez_dph	voc_s_dph	moc_bez_dph	moc_s_dph	marza_pct	rabat_pct	akciova_cena_s_dph	cena_za_jednotku	jednotka_ceny	zaloha_za_diel	sklad_mnozstvo	sklad_lokalita	dostupnost	doba_dodania	doba_dodania_dni	min_objednavka	objednavkovy_nasobok	ks_v_baleni	balenie_typ	expedicia_do	hmotnost_netto_kg	hmotnost_brutto_kg	dlzka_mm	sirka_mm	vyska_mm	objem_l	rozmery_text	kompatibilita_vozidla	rok_vyroby_od	rok_vyroby_do	norma_certifikat	colny_kod_hs	krajina_povodu	stav_tovaru	zaruka_mesiace	pneu_sezonnost	eu_stitok_palivo	eu_stitok_prilnavost	eu_stitok_hluk_db	olej_viskozita	olej_norma	obrazok_url	datasheet_url	aktivny	datum_aktualizacie
2359	BPR-LGT-002359	8594899914521	BOS303928		76687	Bosch	Bosch	BrzdyPro s.r.o.	Osvetlenie a viditeľnosť	Stierač (sada)	LGT	Stierač (sada) Bosch	Stierač (sada) Bosch	Stierač (sada) Bosch. Vysoká svietivosť / dokonalé stieranie, dlhá životnosť, schválené pre cestnú prevádzku (ECE).	Balenie	1 ks				EUR	23	23.83	29.31	33.58	41.30	40.9	0			€/ks		195	KE-03 Košice	Skladom	24 h	1	2	1	2	Sada v krabici	24 h	0.61	0.74	317	26	52		317x26x52 mm	Volkswagen Passat B8 2014–2023	2014	2023	ECE R37/R112	8512.20	Nemecko	Nový	12							https://cdn.bpr.sk/img/bpr-lgt-002359.jpg	https://cdn.bpr.sk/doc/bpr-lgt-002359.pdf	áno	2026-06-02
2360	BPR-BRK-002360	8598256271432	BRE962164	OE6196782	43381	Brembo	Brembo	BrzdyPro s.r.o.	Brzdový systém	Brzdové platničky	BRK	Brzdové platničky Brembo	Brzdové platničky Brembo, priemer 280 mm	Brzdové platničky značky Brembo s priemerom 280 mm. Schválené podľa ECE R90, povrchová úprava proti korózii, vyvážené pre nízku hlučnosť.	Predná/Zadná náprava		Predná/Zadná náprava	Ľavá		EUR	23	64.82	79.73	90.18	110.92	39.1	5	105.37		€/ks		0	KE-03 Košice	Na objednávku	7 dní	7	10	4	4	Kartón	7 dní	7.33	8.70	280	280	48		280x280x48 mm	Hyundai i30 II (GD) 2011–2017	2011	2017	ECE R90	8708.30	Nemecko	Nový	24							https://cdn.bpr.sk/img/bpr-brk-002360.jpg	https://cdn.bpr.sk/doc/bpr-brk-002360.pdf	nie	2026-06-02
2361	BPR-BRK-002361	8597719432601	CIF387861	OE9683393	79264	Cifam	Cifam	BrzdyPro s.r.o.	Brzdový systém	Brzdový strmeň	BRK	Brzdový strmeň Cifam	Brzdový strmeň Cifam, priemer 288 mm	Brzdový strmeň značky Cifam s priemerom 288 mm. Schválené podľa ECE R90, povrchová úprava proti korózii, vyvážené pre nízku hlučnosť.	Os kolesa		Os kolesa	Ľavá		EUR	23	133.06	163.66	197.32	242.70	48.3	0			€/ks	37.12	426	DC-WIEN Viedeň	Skladom	24 h	1	1	4	1	Blister	24 h	3.22	3.95	288	288	80		288x288x80 mm	Opel Insignia A 2008–2017	2008	2017	ECE R90	8708.30	Slovensko	Nový	24							https://cdn.bpr.sk/img/bpr-brk-002361.jpg	https://cdn.bpr.sk/doc/bpr-brk-002361.pdf	nie	2026-06-02
2362	BPR-BRK-002362	8597969702028	BOS609988	OE7595862;OE5999401	65736	Bosch	Bosch	BrzdyPro s.r.o.	Brzdový systém	Brzdové čeľuste	BRK	Brzdové čeľuste Bosch	Brzdové čeľuste Bosch, priemer 280 mm	Brzdové čeľuste značky Bosch s priemerom 280 mm. Schválené podľa ECE R90, povrchová úprava proti korózii, vyvážené pre nízku hlučnosť.	Zadná náprava		Zadná náprava			EUR	23	39.54	48.63	54.89	67.51	38.8	0			€/ks		0	ZA-02 Žilina	Na objednávku	10 dní	10	1	4	1	Fólia	10 dní	4.49	4.80	280	280	85		280x280x85 mm	Volkswagen Passat B8 2014–2023	2014	2023	ECE R90	8708.30	Španielsko	Nový	24							https://cdn.bpr.sk/img/bpr-brk-002362.jpg	https://cdn.bpr.sk/doc/bpr-brk-002362.pdf	áno	2026-06-02
2363	BPR-BRK-002363	8594606118488	BOS75253	OE9648253;OE5365861	14412	Bosch	Bosch	BrzdyPro s.r.o.	Brzdový systém	Brzdové kotúče	BRK	Brzdové kotúče Bosch	Brzdové kotúče Bosch, priemer 280 mm	Brzdové kotúče značky Bosch s priemerom 280 mm. Schválené podľa ECE R90, povrchová úprava proti korózii, vyvážené pre nízku hlučnosť.	Predná/Zadná náprava		Predná/Zadná náprava	Ľavá		EUR	23	37.28	45.85	52.56	64.65	41.0	10	58.19		€/ks		96	DC-WIEN Viedeň	Skladom	24 h	1	1	1	1	Fólia	24 h	5.39	5.95	280	280	85		280x280x85 mm	Ford Mondeo IV 2007–2014	2007	2014	ECE R90	8708.30	Turecko	Nový	24							https://cdn.bpr.sk/img/bpr-brk-002363.jpg	https://cdn.bpr.sk/doc/bpr-brk-002363.pdf	áno	2026-06-02
2364	BPR-FLT-002364	8596740747296	MAN672025	OE7266297;OE1243531;OE6574631	70671	Mann-Filter	Mann-Filter	BrzdyPro s.r.o.	Filtre	Kabínový filter	FLT	Kabínový filter Mann-Filter	Kabínový filter Mann-Filter, typ Aktívne uhlie	Kabínový filter Mann-Filter (Aktívne uhlie). Presná lícovacia geometria, vysoká filtračná účinnosť a dlhá životnosť podľa servisných intervalov výrobcu.	Typ filtra	Aktívne uhlie				EUR	23	19.26	23.69	27.39	33.69	42.2	5	32.01		€/ks		0	KE-03 Košice	Na objednávku	14 dní	14	1	1	1	Fólia	14 dní	0.87	0.92	136	105	120		136x105x120 mm	Volkswagen Golf VI (5K) 2008–2013	2008	2013	ISO 4548	8421.23	Španielsko	Nový	24							https://cdn.bpr.sk/img/bpr-flt-002364.jpg	https://cdn.bpr.sk/doc/bpr-flt-002364.pdf	áno	2026-06-02
2365	BPR-BRK-002365	8590366215214	BOS58637	OE3675717	60899	Bosch	Bosch	BrzdyPro s.r.o.	Brzdový systém	Brzdové kotúče	BRK	Brzdové kotúče Bosch	Brzdové kotúče Bosch, priemer 330 mm	Brzdové kotúče značky Bosch s priemerom 330 mm. Schválené podľa ECE R90, povrchová úprava proti korózii, vyvážené pre nízku hlučnosť.	Predná/Zadná náprava		Predná/Zadná náprava	Ľavá		EUR	23	29.66	36.48	44.30	54.49	49.4	5	51.77		€/ks		0	KE-03 Košice	Na objednávku	7 dní	7	1	4	2	Kartón	7 dní	3.54	4.01	330	330	68		330x330x68 mm	Volkswagen Golf VI (5K) 2008–2013	2008	2013	ECE R90	8708.30	Španielsko	Nový	24							https://cdn.bpr.sk/img/bpr-brk-002365.jpg	https://cdn.bpr.sk/doc/bpr-brk-002365.pdf	áno	2026-06-02
2366	BPR-PRT-002366	8591852185837	VAL554002	OE1003148	33475	Valeo	Valeo	BrzdyPro s.r.o.	Náhradné diely	Spojková sada	PRT	Spojková sada Valeo	Spojková sada Valeo	Spojková sada Valeo. Presné lícovanie podľa OE špecifikácie, overená spoľahlivosť a životnosť.	Predná náprava		Predná náprava	Ľavá		EUR	23	288.41	354.74	421.33	518.24	46.1	5	492.33		€/ks		147	ZA-02 Žilina	Skladom	24 h	1	10	1	2	Kartón	24 h	1.25	1.46	207	183	198		207x183x198 mm	Škoda Superb II (3T) 2008–2015	2008	2015		8708.99	Taliansko	Nový	24							https://cdn.bpr.sk/img/bpr-prt-002366.jpg	https://cdn.bpr.sk/doc/bpr-prt-002366.pdf	nie	2026-06-02
2367	BPR-BRK-002367	8594278479511	TRW604250	OE5653002;OE6607953	38776	TRW	TRW	BrzdyPro s.r.o.	Brzdový systém	Brzdové čeľuste	BRK	Brzdové čeľuste TRW	Brzdové čeľuste TRW, priemer 300 mm	Brzdové čeľuste značky TRW s priemerom 300 mm. Schválené podľa ECE R90, povrchová úprava proti korózii, vyvážené pre nízku hlučnosť.	Zadná náprava		Zadná náprava	Ľavá		EUR	23	37.96	46.69	52.66	64.77	38.7	5	61.53		€/ks		18	DC-PRG Praha	Skladom	24 h	1	4	2	4	Plastová nádoba	24 h	1.06	1.32	300	300	64		300x300x64 mm	Volkswagen Golf VI (5K) 2008–2013	2008	2013	ECE R90	8708.30	Turecko	Nový	24							https://cdn.bpr.sk/img/bpr-brk-002367.jpg	https://cdn.bpr.sk/doc/bpr-brk-002367.pdf	nie	2026-06-02
2368	BPR-BRK-002368	8594277638926	TRW838208	OE7452295;OE3875882	13903	TRW	TRW	BrzdyPro s.r.o.	Brzdový systém	Brzdový strmeň	BRK	Brzdový strmeň TRW	Brzdový strmeň TRW, priemer 256 mm	Brzdový strmeň značky TRW s priemerom 256 mm. Schválené podľa ECE R90, povrchová úprava proti korózii, vyvážené pre nízku hlučnosť.	Os kolesa		Os kolesa	Pravá		EUR	23	92.63	113.93	141.45	173.98	52.7	5	165.28		€/ks	24.48	12	BA-01 Bratislava	Skladom	24 h	1	2	1	1	Blister	24 h	6.65	7.99	256	256	35		256x256x35 mm	Audi A6 C7 2011–2018	2011	2018	ECE R90	8708.30	Francúzsko	Nový	24							https://cdn.bpr.sk/img/bpr-brk-002368.jpg	https://cdn.bpr.sk/doc/bpr-brk-002368.pdf	áno	2026-06-02
2369	BPR-PRT-002369	8596402653613	BOS606263	OE2991828	46954	Bosch	Bosch	BrzdyPro s.r.o.	Náhradné diely	Zapaľovacia sviečka	PRT	Zapaľovacia sviečka Bosch	Zapaľovacia sviečka Bosch	Zapaľovacia sviečka Bosch. Presné lícovanie podľa OE špecifikácie, overená spoľahlivosť a životnosť.	Motor		Motor	Pravá		EUR	23	5.10	6.27	6.93	8.52	35.9	0			€/ks		0	ZA-02 Žilina	Na objednávku	7 dní	7	2	2	1	Fólia	7 dní	4.15	5.05	344	191	93		344x191x93 mm	Škoda Octavia II (1Z) 2004–2013	2004	2013		8708.99	Slovensko	Nový	24							https://cdn.bpr.sk/img/bpr-prt-002369.jpg	https://cdn.bpr.sk/doc/bpr-prt-002369.pdf	áno	2026-06-02
2370	BPR-BRK-002370	8590682877745	TRW849838	OE9422085	95893	TRW	TRW	BrzdyPro s.r.o.	Brzdový systém	Brzdový strmeň	BRK	Brzdový strmeň TRW	Brzdový strmeň TRW, priemer 256 mm	Brzdový strmeň značky TRW s priemerom 256 mm. Schválené podľa ECE R90, povrchová úprava proti korózii, vyvážené pre nízku hlučnosť.	Os kolesa		Os kolesa	Ľavá		EUR	23	154.82	190.43	208.38	256.31	34.6	5	243.49		€/ks	41.83	312	KE-03 Košice	Skladom	24 h	1	1	2	1	Sada v krabici	24 h	8.28	9.64	256	256	50		256x256x50 mm	Volkswagen Golf VII 2012–2020	2012	2020	ECE R90	8708.30	Taliansko	Nový	24							https://cdn.bpr.sk/img/bpr-brk-002370.jpg	https://cdn.bpr.sk/doc/bpr-brk-002370.pdf	áno	2026-06-02
2371	BPR-FLU-002371	8594944684232	SHE707385		73666	Shell	Shell	BrzdyPro s.r.o.	Prevádzkové kvapaliny	Motorový olej	FLU	Motorový olej Shell 0W-30 20 L	Syntetický olej Shell 0W-30, balenie 20 L	Plne syntetický motorový olej Shell 0W-30. Normy ACEA C2, API SN PLUS, schválenia VW/MB/BMW. Balenie 20 L.	Viskozita/Balenie	0W-30 / 20 L				EUR	23	193.58	238.10	277.22	340.98	43.2	0		17.05	€/L		340	DC-PRG Praha	Skladom	24 h	1	5	1	1	Blister	24 h	18.50	20.56	169	129	179	20.00	169x129x179 mm	Univerzálne			ACEA C2 / API SN PLUS	3819.00	Francúzsko	Nový	0					0W-30	ACEA C2, API SN PLUS	https://cdn.bpr.sk/img/bpr-flu-002371.jpg	https://cdn.bpr.sk/doc/bpr-flu-002371.pdf	áno	2026-06-02
2372	BPR-PRT-002372	8596273714093	FAG197864	OE4723361;OE1222421;OE5997672	18163	FAG	FAG	BrzdyPro s.r.o.	Náhradné diely	Ložisko kolesa	PRT	Ložisko kolesa FAG	Ložisko kolesa FAG	Ložisko kolesa FAG. Presné lícovanie podľa OE špecifikácie, overená spoľahlivosť a životnosť.	Predná náprava		Predná náprava	Pravá		EUR	23	86.17	105.99	120.47	148.18	39.8	10	133.36		€/ks		32	BA-01 Bratislava	Na ceste	2–3 dni	3	1	2	2	Kartón	2–3 dni	9.70	11.58	199	157	160		199x157x160 mm	Volkswagen Passat B7 2010–2014	2010	2014		8708.99	Slovensko	Nový	24							https://cdn.bpr.sk/img/bpr-prt-002372.jpg	https://cdn.bpr.sk/doc/bpr-prt-002372.pdf	áno	2026-06-02
2373	BPR-TYR-002373	8597664502176	CON287410		76531	Continental	Continental	BrzdyPro s.r.o.	Pneumatiky	Zimná pneumatika	TYR	Continental 185/60 R16 97T zimná	Zimná pneu Continental 185/60 R16 97T	Zimná pneumatika Continental 185/60 R16, nosnosť 97, rýchlosť T. EÚ štítok: palivo C, priľnavosť na mokre B, hluk 70 dB.	Rozmer	185/60 R16 97T				EUR	23	74.63	91.79	103.57	127.39	38.8	0			€/ks		140	KE-03 Košice	Skladom	24 h	1	4	4	1	Plastová nádoba	24 h	11.90	13.73	500	185	185		500x185x185 mm	Univerzálne			ECE R30	4011.10	Česko	Nový	24	Zimná	C	B	70			https://cdn.bpr.sk/img/bpr-tyr-002373.jpg	https://cdn.bpr.sk/doc/bpr-tyr-002373.pdf	áno	2026-06-02
2374	BPR-BAT-002374	8592074023327	EXI257500		72818	Exide	Exide	BrzdyPro s.r.o.	Elektrika	Autobatéria	BAT	Autobatéria Exide 54 Ah 12V 540A	Autobatéria Exide 54 Ah, štart. prúd 540 A	Štartovacia batéria Exide 54 Ah, 12 V, štartovací prúd 540 A. Bezúdržbová, vhodná pre vozidlá so systémom štart-stop.	Kapacita	54 Ah				EUR	23	118.22	145.41	143.34	176.31	21.2	5	167.49		€/ks	13.22	277	ZA-02 Žilina	Skladom	24 h	1	5	1	4	Blister	24 h	11.40	14.02	242	175	190		242x175x190 mm	BMW 5 F10 2010–2017	2010	2017	EN 50342	8507.10	Slovensko	Nový	24							https://cdn.bpr.sk/img/bpr-bat-002374.jpg	https://cdn.bpr.sk/doc/bpr-bat-002374.pdf	áno	2026-06-02
2375	BPR-BRK-002375	8596537116434	ZIM506120	OE7187412;OE8412290	56845	Zimmermann	Zimmermann	BrzdyPro s.r.o.	Brzdový systém	Brzdové kotúče	BRK	Brzdové kotúče Zimmermann	Brzdové kotúče Zimmermann, priemer 330 mm	Brzdové kotúče značky Zimmermann s priemerom 330 mm. Schválené podľa ECE R90, povrchová úprava proti korózii, vyvážené pre nízku hlučnosť.	Predná/Zadná náprava		Predná/Zadná náprava	Ľavá		EUR	23	27.52	33.85	40.11	49.34	45.7	5	46.87		€/ks		0	DC-PRG Praha	Na objednávku	7 dní	7	1	4	2	Sada v krabici	7 dní	4.99	5.61	330	330	19		330x330x19 mm	Renault Mégane III 2008–2016	2008	2016	ECE R90	8708.30	Španielsko	Nový	24							https://cdn.bpr.sk/img/bpr-brk-002375.jpg	https://cdn.bpr.sk/doc/bpr-brk-002375.pdf	áno	2026-06-02
2376	BPR-BRK-002376	8591000600717	ATE220523	OE1168157;OE6215598;OE5153785	91104	ATE	ATE	BrzdyPro s.r.o.	Brzdový systém	Brzdové platničky	BRK	Brzdové platničky ATE	Brzdové platničky ATE, priemer 280 mm	Brzdové platničky značky ATE s priemerom 280 mm. Schválené podľa ECE R90, povrchová úprava proti korózii, vyvážené pre nízku hlučnosť.	Predná/Zadná náprava		Predná/Zadná náprava	Ľavá		EUR	23	61.25	75.34	89.10	109.59	45.5	10	98.63		€/ks		17	KE-03 Košice	Skladom	24 h	1	2	1	2	Sada v krabici	24 h	4.55	5.62	280	280	87		280x280x87 mm	Mercedes-Benz E W212 2009–2016	2009	2016	ECE R90	8708.30	Nemecko	Nový	24							https://cdn.bpr.sk/img/bpr-brk-002376.jpg	https://cdn.bpr.sk/doc/bpr-brk-002376.pdf	áno	2026-06-02
2377	BPR-PRT-002377	8592329837198	SAC873742	OE7515933;OE8862711	82912	Sachs	Sachs	BrzdyPro s.r.o.	Náhradné diely	Tlmič pruženia	PRT	Tlmič pruženia Sachs	Tlmič pruženia Sachs	Tlmič pruženia Sachs. Presné lícovanie podľa OE špecifikácie, overená spoľahlivosť a životnosť.	Motor		Motor	Ľavá		EUR	23	64.62	79.48	86.57	106.48	34.0	10	95.83		€/ks		40	ZA-02 Žilina	Skladom	24 h	1	1	2	2	Blister	24 h	0.53	0.57	85	261	85		85x261x85 mm	Dacia Duster I 2010–2018	2010	2018		8708.99	Slovensko	Nový	24							https://cdn.bpr.sk/img/bpr-prt-002377.jpg	https://cdn.bpr.sk/doc/bpr-prt-002377.pdf	áno	2026-06-02
2378	BPR-BRK-002378	8590378364597	FEB276059	OE6532481;OE5999591	28820	Febi	Febi	BrzdyPro s.r.o.	Brzdový systém	Brzdové čeľuste	BRK	Brzdové čeľuste Febi	Brzdové čeľuste Febi, priemer 300 mm	Brzdové čeľuste značky Febi s priemerom 300 mm. Schválené podľa ECE R90, povrchová úprava proti korózii, vyvážené pre nízku hlučnosť.	Zadná náprava		Zadná náprava			EUR	23	39.95	49.14	55.97	68.84	40.1	0			€/ks		0	ZA-02 Žilina	Vypredané	—	0	1	1	2	Kartón	—	8.37	10.30	300	300	85		300x300x85 mm	Mercedes-Benz E W212 2009–2016	2009	2016	ECE R90	8708.30	Čína	Nový	24							https://cdn.bpr.sk/img/bpr-brk-002378.jpg	https://cdn.bpr.sk/doc/bpr-brk-002378.pdf	áno	2026-06-02
2379	BPR-BRK-002379	8591696728863	FEB765316	OE5871636;OE1231719;OE2373361	71856	Febi	Febi	BrzdyPro s.r.o.	Brzdový systém	Brzdové čeľuste	BRK	Brzdové čeľuste Febi	Brzdové čeľuste Febi, priemer 288 mm	Brzdové čeľuste značky Febi s priemerom 288 mm. Schválené podľa ECE R90, povrchová úprava proti korózii, vyvážené pre nízku hlučnosť.	Zadná náprava		Zadná náprava	Pravá		EUR	23	54.76	67.35	81.62	100.39	49.1	10	90.35		€/ks		135	DC-PRG Praha	Skladom	24 h	1	5	4	2	Blister	24 h	4.40	5.37	288	288	77		288x288x77 mm	Dacia Duster I 2010–2018	2010	2018	ECE R90	8708.30	Japonsko	Nový	24							https://cdn.bpr.sk/img/bpr-brk-002379.jpg	https://cdn.bpr.sk/doc/bpr-brk-002379.pdf	áno	2026-06-02
2380	BPR-BRK-002380	8592924764936	FER833273	OE2920636;OE9898018;OE5699773	97836	Ferodo	Ferodo	BrzdyPro s.r.o.	Brzdový systém	Brzdové platničky	BRK	Brzdové platničky Ferodo	Brzdové platničky Ferodo, priemer 300 mm	Brzdové platničky značky Ferodo s priemerom 300 mm. Schválené podľa ECE R90, povrchová úprava proti korózii, vyvážené pre nízku hlučnosť.	Predná/Zadná náprava		Predná/Zadná náprava	Ľavá		EUR	23	55.55	68.33	81.33	100.04	46.4	0			€/ks		43	BA-01 Bratislava	Skladom	24 h	1	5	2	4	Fólia	24 h	6.74	8.16	300	300	83		300x300x83 mm	Hyundai i30 II (GD) 2011–2017	2011	2017	ECE R90	8708.30	Japonsko	Nový	24							https://cdn.bpr.sk/img/bpr-brk-002380.jpg	https://cdn.bpr.sk/doc/bpr-brk-002380.pdf	áno	2026-06-02
2381	BPR-BRK-002381	8596717289866	ATE468071	OE4324123;OE7917205	37496	ATE	ATE	BrzdyPro s.r.o.	Brzdový systém	Brzdový strmeň	BRK	Brzdový strmeň ATE	Brzdový strmeň ATE, priemer 280 mm	Brzdový strmeň značky ATE s priemerom 280 mm. Schválené podľa ECE R90, povrchová úprava proti korózii, vyvážené pre nízku hlučnosť.	Os kolesa		Os kolesa	Pravá		EUR	23	136.01	167.29	191.80	235.91	41.0	0			€/ks	39.41	0	DC-WIEN Viedeň	Na objednávku	14 dní	14	4	4	4	Kartón	14 dní	1.68	1.91	280	280	84		280x280x84 mm	Opel Insignia A 2008–2017	2008	2017	ECE R90	8708.30	Nemecko	Nový	24							https://cdn.bpr.sk/img/bpr-brk-002381.jpg	https://cdn.bpr.sk/doc/bpr-brk-002381.pdf	áno	2026-06-02
2382	BPR-BRK-002382	8593220398306	ATE191816	OE6022844;OE3314951;OE5529689	93652	ATE	ATE	BrzdyPro s.r.o.	Brzdový systém	Brzdové kotúče	BRK	Brzdové kotúče ATE	Brzdové kotúče ATE, priemer 300 mm	Brzdové kotúče značky ATE s priemerom 300 mm. Schválené podľa ECE R90, povrchová úprava proti korózii, vyvážené pre nízku hlučnosť.	Predná/Zadná náprava		Predná/Zadná náprava	Ľavá		EUR	23	42.96	52.84	58.82	72.35	36.9	0			€/ks		0	DC-PRG Praha	Vypredané	—	0	1	2	1	Blister	—	8.58	10.43	300	300	54		300x300x54 mm	Mercedes-Benz E W212 2009–2016	2009	2016	ECE R90	8708.30	Čína	Nový	24							https://cdn.bpr.sk/img/bpr-brk-002382.jpg	https://cdn.bpr.sk/doc/bpr-brk-002382.pdf	áno	2026-06-02
2383	BPR-FLT-002383	8593579524111	MAN721828	OE4770621	40604	Mann-Filter	Mann-Filter	BrzdyPro s.r.o.	Filtre	Palivový filter	FLT	Palivový filter Mann-Filter	Palivový filter Mann-Filter, typ Aktívne uhlie	Palivový filter Mann-Filter (Aktívne uhlie). Presná lícovacia geometria, vysoká filtračná účinnosť a dlhá životnosť podľa servisných intervalov výrobcu.	Typ filtra	Aktívne uhlie				EUR	23	33.54	41.25	48.79	60.01	45.5	10	54.01		€/ks		0	DC-WIEN Viedeň	Vypredané	—	0	1	4	1	Plastová nádoba	—	1.25	1.36	175	205	64		175x205x64 mm	Volkswagen Passat B8 2014–2023	2014	2023	ISO 4548	8421.23	Slovensko	Nový	24							https://cdn.bpr.sk/img/bpr-flt-002383.jpg	https://cdn.bpr.sk/doc/bpr-flt-002383.pdf	áno	2026-06-02
2384	BPR-PRT-002384	8591956339174	BER623250	OE6357539;OE2211233	43871	Beru	Beru	BrzdyPro s.r.o.	Náhradné diely	Zapaľovacia cievka	PRT	Zapaľovacia cievka Beru	Zapaľovacia cievka Beru	Zapaľovacia cievka Beru. Presné lícovanie podľa OE špecifikácie, overená spoľahlivosť a životnosť.	Motor		Motor	Sada		EUR	23	64.79	79.69	94.25	115.93	45.5	10	104.34		€/ks		232	DC-PRG Praha	Skladom	24 h	1	1	1	2	Plastová nádoba	24 h	5.30	6.13	71	128	163		71x128x163 mm	Ford Mondeo IV 2007–2014	2007	2014		8708.99	Česko	Nový	24							https://cdn.bpr.sk/img/bpr-prt-002384.jpg	https://cdn.bpr.sk/doc/bpr-prt-002384.pdf	áno	2026-06-02
2385	BPR-BRK-002385	8597607309091	CIF343413	OE7898606;OE9736013;OE5049863	13196	Cifam	Cifam	BrzdyPro s.r.o.	Brzdový systém	Brzdový strmeň	BRK	Brzdový strmeň Cifam	Brzdový strmeň Cifam, priemer 312 mm	Brzdový strmeň značky Cifam s priemerom 312 mm. Schválené podľa ECE R90, povrchová úprava proti korózii, vyvážené pre nízku hlučnosť.	Os kolesa		Os kolesa	Ľavá		EUR	23	92.10	113.28	142.19	174.89	54.4	10	157.40		€/ks	22.97	159	KE-03 Košice	Skladom	24 h	1	10	1	1	Kartón	24 h	4.62	5.63	312	312	68		312x312x68 mm	Volkswagen Passat B7 2010–2014	2010	2014	ECE R90	8708.30	Francúzsko	Nový	24							https://cdn.bpr.sk/img/bpr-brk-002385.jpg	https://cdn.bpr.sk/doc/bpr-brk-002385.pdf	áno	2026-06-02
2386	BPR-LGT-002386	8598679258355	OSR156601		77501	Osram	Osram	BrzdyPro s.r.o.	Osvetlenie a viditeľnosť	Žiarovka H7	LGT	Žiarovka H7 Osram	Žiarovka H7 Osram	Žiarovka H7 Osram. Vysoká svietivosť / dokonalé stieranie, dlhá životnosť, schválené pre cestnú prevádzku (ECE).	Balenie	Sada				EUR	23	8.47	10.42	11.91	14.65	40.6	0			€/ks		229	KE-03 Košice	Skladom	24 h	1	2	1	4	Blister	24 h	0.51	0.61	437	40	22		437x40x22 mm	Mercedes-Benz C W204 2007–2014	2007	2014	ECE R37/R112	8512.20	Turecko	Nový	12							https://cdn.bpr.sk/img/bpr-lgt-002386.jpg	https://cdn.bpr.sk/doc/bpr-lgt-002386.pdf	áno	2026-06-02
2387	BPR-FLU-002387	8598088484895	VAL831096		47957	Valvoline	Valvoline	BrzdyPro s.r.o.	Prevádzkové kvapaliny	Motorový olej	FLU	Motorový olej Valvoline 15W-40 1 L	Syntetický olej Valvoline 15W-40, balenie 1 L	Plne syntetický motorový olej Valvoline 15W-40. Normy ACEA C2, API SP, schválenia VW/MB/BMW. Balenie 1 L.	Viskozita/Balenie	15W-40 / 1 L				EUR	23	9.98	12.28	14.45	17.77	44.8	5	16.88	17.77	€/L		374	DC-PRG Praha	Skladom	24 h	1	4	1	1	Plastová nádoba	24 h	1.00	1.05	108	157	371	1.00	108x157x371 mm	Univerzálne			ACEA C2 / API SP	3819.00	Slovensko	Nový	0					15W-40	ACEA C2, API SP	https://cdn.bpr.sk/img/bpr-flu-002387.jpg	https://cdn.bpr.sk/doc/bpr-flu-002387.pdf	áno	2026-06-02
2388	BPR-BRK-002388	8599173018858	FER17873	OE1605248;OE5687826	67732	Ferodo	Ferodo	BrzdyPro s.r.o.	Brzdový systém	Brzdové platničky	BRK	Brzdové platničky Ferodo	Brzdové platničky Ferodo, priemer 312 mm	Brzdové platničky značky Ferodo s priemerom 312 mm. Schválené podľa ECE R90, povrchová úprava proti korózii, vyvážené pre nízku hlučnosť.	Predná/Zadná náprava		Predná/Zadná náprava			EUR	23	34.82	42.83	52.81	64.96	51.7	5	61.71		€/ks		29	KE-03 Košice	Na ceste	2–3 dni	3	1	1	2	Fólia	2–3 dni	4.75	5.47	312	312	59		312x312x59 mm	Ford Focus III 2010–2018	2010	2018	ECE R90	8708.30	Španielsko	Nový	24							https://cdn.bpr.sk/img/bpr-brk-002388.jpg	https://cdn.bpr.sk/doc/bpr-brk-002388.pdf	áno	2026-06-02
2389	BPR-PRT-002389	8593836275275	BOS367795	OE4259540	30019	Bosch	Bosch	BrzdyPro s.r.o.	Náhradné diely	Zapaľovacia sviečka	PRT	Zapaľovacia sviečka Bosch	Zapaľovacia sviečka Bosch	Zapaľovacia sviečka Bosch. Presné lícovanie podľa OE špecifikácie, overená spoľahlivosť a životnosť.	Predná náprava		Predná náprava			EUR	23	7.88	9.69	12.14	14.93	54.1	10	13.44		€/ks		31	BA-01 Bratislava	Na ceste	2–3 dni	3	2	4	1	Fólia	2–3 dni	9.53	10.13	199	125	206		199x125x206 mm	Renault Mégane III 2008–2016	2008	2016		8708.99	Slovensko	Nový	24							https://cdn.bpr.sk/img/bpr-prt-002389.jpg	https://cdn.bpr.sk/doc/bpr-prt-002389.pdf	áno	2026-06-02
2390	BPR-PRT-002390	8592952175261	INA569900	OE6375968;OE8167355	15168	INA	INA	BrzdyPro s.r.o.	Náhradné diely	Rozvodová sada	PRT	Rozvodová sada INA	Rozvodová sada INA	Rozvodová sada INA. Presné lícovanie podľa OE špecifikácie, overená spoľahlivosť a životnosť.				Sada		EUR	23	91.72	112.82	138.86	170.80	51.4	0			€/ks		353	DC-PRG Praha	Skladom	24 h	1	5	4	2	Fólia	24 h	10.03	11.96	284	161	52		284x161x52 mm	Kia Ceed II (JD) 2012–2018	2012	2018		8708.99	Slovensko	Nový	24							https://cdn.bpr.sk/img/bpr-prt-002390.jpg	https://cdn.bpr.sk/doc/bpr-prt-002390.pdf	nie	2026-06-02
