row_id	supplier_sku	ean	mpn	oe_numbers	tecdoc_id	brand	manufacturer	supplier	category	subcategory	category_code	product_name	short_description	long_description	variant_type	variant_value	fitment_position	side	color	currency	vat_rate_pct	wholesale_price_excl_vat	wholesale_price_incl_vat	retail_price_excl_vat	retail_price_incl_vat	margin_pct	discount_pct	sale_price_incl_vat	unit_price	price_unit	core_deposit	stock_qty	warehouse_location	availability	lead_time	lead_time_days	min_order_qty	order_multiple	units_per_pack	packaging_type	dispatch_within	net_weight_kg	gross_weight_kg	length_mm	width_mm	height_mm	volume_l	dimensions_text	vehicle_compatibility	year_from	year_to	standard_certification	hs_customs_code	country_of_origin	condition	warranty_months	tire_season	eu_label_fuel	eu_label_grip	eu_label_noise_db	oil_viscosity	oil_standard	image_url	datasheet_url	active	updated_at
1969	OLX-FLT-001969	8592577851847	MAH388258	OE4909099	89728	Mahle	Mahle	OlejExpert s.r.o.	Filters	Fuel filter	FLT	Fuel filter Mahle	Fuel filter Mahle, type Activated carbon	Fuel filter Mahle (Activated carbon). Precise fitment geometry, high filtration efficiency and long service life per manufacturer intervals.	Filter type	Activated carbon				EUR	23	23.72	29.18	33.12	40.74	39.6	0			€/pc		161	DC-PRG Prague	In stock	24 h	1	1	1	2	Boxed set	24 h	0.54	0.65	113	119	39		113x119x39 mm	Ford Mondeo IV 2007–2014	2007	2014	ISO 4548	8421.23	Czechia	New	24							https://cdn.olx.example/img/olx-flt-001969.jpg	https://cdn.olx.example/doc/olx-flt-001969.pdf	no	2026-06-02
1970	OLX-FLU-001970	8597600092525	MOB134288		20365	Mobil	Mobil	OlejExpert s.r.o.	Fluids	Engine oil	FLU	Engine oil Mobil 10W-40 20 L	Synthetic oil Mobil 10W-40, 20 L pack	Fully synthetic engine oil Mobil 10W-40. ACEA A5/B5, API SN PLUS standards, VW/MB/BMW approvals. 20 L pack.	Viscosity/Pack	10W-40 / 20 L				EUR	23	119.67	147.19	159.97	196.76	33.7	10	177.08	9.84	€/L		0	BA-01 Bratislava	On order	10 days	10	2	2	2	Film wrap	10 days	18.50	20.03	186	93	229	20.00	186x93x229 mm	Universal			ACEA A5/B5 / API SN PLUS	3819.00	Germany	New	0					10W-40	ACEA A5/B5, API SN PLUS	https://cdn.olx.example/img/olx-flu-001970.jpg	https://cdn.olx.example/doc/olx-flu-001970.pdf	yes	2026-06-02
1971	OLX-FLU-001971	8591009665014	MOB464640		44281	Mobil	Mobil	OlejExpert s.r.o.	Fluids	Engine oil	FLU	Engine oil Mobil 15W-40 4 L	Synthetic oil Mobil 15W-40, 4 L pack	Fully synthetic engine oil Mobil 15W-40. ACEA C2, API SN standards, VW/MB/BMW approvals. 4 L pack.	Viscosity/Pack	15W-40 / 4 L				EUR	23	31.22	38.40	38.75	47.66	24.1	15	40.51	11.91	€/L		30	DC-VIE Vienna	In stock	24 h	1	1	1	4	Box	24 h	3.80	4.03	159	174	374	4.00	159x174x374 mm	Universal			ACEA C2 / API SN	3819.00	Turkey	New	0					15W-40	ACEA C2, API SN	https://cdn.olx.example/img/olx-flu-001971.jpg	https://cdn.olx.example/doc/olx-flu-001971.pdf	yes	2026-06-02
1972	OLX-BAT-001972	8594578778284	BOS170906		75443	Bosch	Bosch	OlejExpert s.r.o.	Electrical	Car battery	BAT	Car battery Bosch 95 Ah 12V 855A	Car battery Bosch 95 Ah, cranking 855 A	Starter battery Bosch 95 Ah, 12 V, cranking current 855 A. Maintenance-free, suitable for start-stop vehicles.	Capacity	95 Ah				EUR	23	79.57	97.87	103.13	126.85	29.6	15	107.82		€/pc	9.48	250	BA-01 Bratislava	In stock	24 h	1	1	2	1	Box	24 h	15.20	18.43	242	175	190		242x175x190 mm	Volkswagen Golf VI (5K) 2008–2013	2008	2013	EN 50342	8507.10	China	New	24							https://cdn.olx.example/img/olx-bat-001972.jpg	https://cdn.olx.example/doc/olx-bat-001972.pdf	yes	2026-06-02
1973	OLX-FLU-001973	8592177899096	LIQ58834		48881	Liqui Moly	Liqui Moly	OlejExpert s.r.o.	Fluids	Engine oil	FLU	Engine oil Liqui Moly 5W-40 4 L	Synthetic oil Liqui Moly 5W-40, 4 L pack	Fully synthetic engine oil Liqui Moly 5W-40. ACEA C2, API SN PLUS standards, VW/MB/BMW approvals. 4 L pack.	Viscosity/Pack	5W-40 / 4 L				EUR	23	33.70	41.45	46.96	57.76	39.3	5	54.87	14.44	€/L		46	KE-03 Kosice	In stock	24 h	1	10	4	1	Blister	24 h	3.80	4.59	196	212	289	4.00	196x212x289 mm	Universal			ACEA C2 / API SN PLUS	3819.00	Slovakia	New	0					5W-40	ACEA C2, API SN PLUS	https://cdn.olx.example/img/olx-flu-001973.jpg	https://cdn.olx.example/doc/olx-flu-001973.pdf	yes	2026-06-02
1974	OLX-FLU-001974	8592474670244	MOB395719		35495	Mobil	Mobil	OlejExpert s.r.o.	Fluids	Engine oil	FLU	Engine oil Mobil 0W-20 4 L	Synthetic oil Mobil 0W-20, 4 L pack	Fully synthetic engine oil Mobil 0W-20. ACEA A3/B4, API SN standards, VW/MB/BMW approvals. 4 L pack.	Viscosity/Pack	0W-20 / 4 L				EUR	23	31.91	39.25	43.31	53.27	35.7	0		13.32	€/L		0	BA-01 Bratislava	On order	7 days	7	1	1	2	Boxed set	7 days	3.80	4.40	229	253	166	4.00	229x253x166 mm	Universal			ACEA A3/B4 / API SN	3819.00	France	New	0					0W-20	ACEA A3/B4, API SN	https://cdn.olx.example/img/olx-flu-001974.jpg	https://cdn.olx.example/doc/olx-flu-001974.pdf	yes	2026-06-02
1975	OLX-FLU-001975	8596056782103	VAL25351		54589	Valvoline	Valvoline	OlejExpert s.r.o.	Fluids	Engine oil	FLU	Engine oil Valvoline 5W-40 5 L	Synthetic oil Valvoline 5W-40, 5 L pack	Fully synthetic engine oil Valvoline 5W-40. ACEA C2, API SN standards, VW/MB/BMW approvals. 5 L pack.	Viscosity/Pack	5W-40 / 5 L				EUR	23	58.83	72.36	77.57	95.41	31.9	10	85.87	19.08	€/L		90	KE-03 Kosice	In stock	24 h	1	5	1	2	Box	24 h	4.70	5.61	253	186	160	5.00	253x186x160 mm	Universal			ACEA C2 / API SN	3819.00	France	New	0					5W-40	ACEA C2, API SN	https://cdn.olx.example/img/olx-flu-001975.jpg	https://cdn.olx.example/doc/olx-flu-001975.pdf	no	2026-06-02
1976	OLX-PRT-001976	8597658758558	DEN892614	OE9331234;OE5499435;OE7920677	65548	Denso	Denso	OlejExpert s.r.o.	Spare parts	Spark plug	PRT	Spark plug Denso	Spark plug Denso	Spark plug Denso. Precise fitment to OE specification, proven reliability and durability.	Engine		Engine	Right		EUR	23	12.99	15.98	19.65	24.17	51.3	5	22.96		€/pc		0	DC-VIE Vienna	Sold out	—	0	10	2	1	Boxed set	—	0.94	1.16	194	172	127		194x172x127 mm	Škoda Octavia II (1Z) 2004–2013	2004	2013		8708.99	China	New	24							https://cdn.olx.example/img/olx-prt-001976.jpg	https://cdn.olx.example/doc/olx-prt-001976.pdf	yes	2026-06-02
1977	OLX-FLU-001977	8599772262195	BAS14821		82870	BASF	BASF	OlejExpert s.r.o.	Fluids	AdBlue	FLU	AdBlue BASF 10 L	AdBlue BASF, 10 L, ISO 22241	AdBlue BASF, ISO 22241 standard, 10 L pack. Ready to use, compliant with vehicle manufacturer specifications.	Pack	10 L				EUR	23	19.41	23.87	27.53	33.86	41.8	5	32.17	3.39	€/L		149	ZA-02 Zilina	In stock	24 h	1	1	4	4	Boxed set	24 h	10.77	12.35	119	227	233	10.00	119x227x233 mm	Universal			ISO 22241	3819.00	Slovakia	New	0							https://cdn.olx.example/img/olx-flu-001977.jpg	https://cdn.olx.example/doc/olx-flu-001977.pdf	yes	2026-06-02
1978	OLX-FLU-001978	8590666078120	LIQ688943		98195	Liqui Moly	Liqui Moly	OlejExpert s.r.o.	Fluids	Engine oil	FLU	Engine oil Liqui Moly 5W-40 1 L	Synthetic oil Liqui Moly 5W-40, 1 L pack	Fully synthetic engine oil Liqui Moly 5W-40. ACEA C3, API SN PLUS standards, VW/MB/BMW approvals. 1 L pack.	Viscosity/Pack	5W-40 / 1 L				EUR	23	13.30	16.36	17.57	21.61	32.1	0		21.61	€/L		68	ZA-02 Zilina	In stock	24 h	1	10	2	1	Blister	24 h	1.00	1.19	92	247	278	1.00	92x247x278 mm	Universal			ACEA C3 / API SN PLUS	3819.00	Czechia	New	0					5W-40	ACEA C3, API SN PLUS	https://cdn.olx.example/img/olx-flu-001978.jpg	https://cdn.olx.example/doc/olx-flu-001978.pdf	yes	2026-06-02
1979	OLX-FLU-001979	8596656983474	VAL430562		97238	Valvoline	Valvoline	OlejExpert s.r.o.	Fluids	Engine oil	FLU	Engine oil Valvoline 5W-30 4 L	Synthetic oil Valvoline 5W-30, 4 L pack	Fully synthetic engine oil Valvoline 5W-30. ACEA C2, API SN PLUS standards, VW/MB/BMW approvals. 4 L pack.	Viscosity/Pack	5W-30 / 4 L				EUR	23	48.68	59.88	65.92	81.08	35.4	0		20.27	€/L		380	DC-PRG Prague	In stock	24 h	1	4	1	4	Film wrap	24 h	3.80	4.64	261	240	273	4.00	261x240x273 mm	Universal			ACEA C2 / API SN PLUS	3819.00	Spain	New	0					5W-30	ACEA C2, API SN PLUS	https://cdn.olx.example/img/olx-flu-001979.jpg	https://cdn.olx.example/doc/olx-flu-001979.pdf	yes	2026-06-02
1980	OLX-FLU-001980	8597819793831	CAS670025		97408	Castrol	Castrol	OlejExpert s.r.o.	Fluids	Engine oil	FLU	Engine oil Castrol 15W-40 1 L	Synthetic oil Castrol 15W-40, 1 L pack	Fully synthetic engine oil Castrol 15W-40. ACEA A5/B5, API SP standards, VW/MB/BMW approvals. 1 L pack.	Viscosity/Pack	15W-40 / 1 L				EUR	23	13.78	16.95	18.36	22.58	33.2	0		22.58	€/L		265	DC-VIE Vienna	In stock	24 h	1	1	1	1	Plastic container	24 h	1.00	1.16	253	178	322	1.00	253x178x322 mm	Universal			ACEA A5/B5 / API SP	3819.00	Poland	New	0					15W-40	ACEA A5/B5, API SP	https://cdn.olx.example/img/olx-flu-001980.jpg	https://cdn.olx.example/doc/olx-flu-001980.pdf	yes	2026-06-02
1981	OLX-FLT-001981	8595235281055	MAN927288	OE5061322;OE3643637;OE9839192	49372	Mann-Filter	Mann-Filter	OlejExpert s.r.o.	Filters	Oil filter	FLT	Oil filter Mann-Filter	Oil filter Mann-Filter, type Standard	Oil filter Mann-Filter (Standard). Precise fitment geometry, high filtration efficiency and long service life per manufacturer intervals.	Filter type	Standard				EUR	23	11.45	14.08	16.89	20.77	47.5	5	19.73		€/pc		127	DC-VIE Vienna	In stock	24 h	1	1	2	1	Box	24 h	0.33	0.39	149	96	118		149x96x118 mm	Audi A4 B8 2007–2015	2007	2015	ISO 4548	8421.23	Turkey	New	24							https://cdn.olx.example/img/olx-flt-001981.jpg	https://cdn.olx.example/doc/olx-flt-001981.pdf	no	2026-06-02
1982	OLX-FLU-001982	8595852595047	LIQ283892		39882	Liqui Moly	Liqui Moly	OlejExpert s.r.o.	Fluids	Washer fluid	FLU	Washer fluid Liqui Moly 3 L	Washer fluid Liqui Moly, 3 L, —	Washer fluid Liqui Moly, — standard, 3 L pack. Ready to use, compliant with vehicle manufacturer specifications.	Pack	3 L				EUR	23	4.06	4.99	5.97	7.34	47.0	5	6.97	2.45	€/L		467	BA-01 Bratislava	In stock	24 h	1	10	2	1	Boxed set	24 h	3.13	3.89	196	153	152	3.00	196x153x152 mm	Universal			—	3819.00	Italy	New	0							https://cdn.olx.example/img/olx-flu-001982.jpg	https://cdn.olx.example/doc/olx-flu-001982.pdf	yes	2026-06-02
1983	OLX-FLU-001983	8599409361352	VAL844609		85722	Valvoline	Valvoline	OlejExpert s.r.o.	Fluids	Engine oil	FLU	Engine oil Valvoline 0W-20 20 L	Synthetic oil Valvoline 0W-20, 20 L pack	Fully synthetic engine oil Valvoline 0W-20. ACEA C3, API SP standards, VW/MB/BMW approvals. 20 L pack.	Viscosity/Pack	0W-20 / 20 L				EUR	23	121.25	149.14	174.83	215.04	44.2	0		10.75	€/L		201	ZA-02 Zilina	In stock	24 h	1	2	4	2	Blister	24 h	18.50	20.81	217	124	276	20.00	217x124x276 mm	Universal			ACEA C3 / API SP	3819.00	Poland	New	0					0W-20	ACEA C3, API SP	https://cdn.olx.example/img/olx-flu-001983.jpg	https://cdn.olx.example/doc/olx-flu-001983.pdf	yes	2026-06-02
1984	OLX-FLU-001984	8591501940169	LIQ590114		15390	Liqui Moly	Liqui Moly	OlejExpert s.r.o.	Fluids	Coolant	FLU	Coolant Liqui Moly 1.5 L	Coolant Liqui Moly, 1.5 L, G12++	Coolant Liqui Moly, G12++ standard, 1.5 L pack. Ready to use, compliant with vehicle manufacturer specifications.	Pack	1.5 L				EUR	23	6.65	8.18	9.66	11.88	45.3	5	11.29	7.92	€/L		297	BA-01 Bratislava	In stock	24 h	1	4	1	2	Film wrap	24 h	1.53	1.75	127	137	196	1.50	127x137x196 mm	Universal			G12++	3819.00	France	New	0							https://cdn.olx.example/img/olx-flu-001984.jpg	https://cdn.olx.example/doc/olx-flu-001984.pdf	yes	2026-06-02
1985	OLX-FLU-001985	8595618726388	LIQ62475		81380	Liqui Moly	Liqui Moly	OlejExpert s.r.o.	Fluids	Washer fluid	FLU	Washer fluid Liqui Moly 3 L	Washer fluid Liqui Moly, 3 L, —	Washer fluid Liqui Moly, — standard, 3 L pack. Ready to use, compliant with vehicle manufacturer specifications.	Pack	3 L				EUR	23	8.33	10.25	11.51	14.16	38.2	15	12.04	4.72	€/L		0	DC-PRG Prague	On order	10 days	10	1	4	4	Boxed set	10 days	3.19	3.70	111	153	347	3.00	111x153x347 mm	Universal			—	3819.00	Czechia	New	0							https://cdn.olx.example/img/olx-flu-001985.jpg	https://cdn.olx.example/doc/olx-flu-001985.pdf	no	2026-06-02
1986	OLX-PRT-001986	8597381138740	DEN934944	OE5518687	28048	Denso	Denso	OlejExpert s.r.o.	Spare parts	Starter motor	PRT	Starter motor Denso	Starter motor Denso	Starter motor Denso. Precise fitment to OE specification, proven reliability and durability. Remanufactured part with refundable core deposit.				Left		EUR	23	172.70	212.42	250.73	308.40	45.2	10	277.56		€/pc	69.88	69	ZA-02 Zilina	In stock	24 h	1	1	4	1	Blister	24 h	5.00	5.66	262	58	151		262x58x151 mm	Škoda Superb II (3T) 2008–2015	2008	2015		8708.99	Italy	Remanufactured	24							https://cdn.olx.example/img/olx-prt-001986.jpg	https://cdn.olx.example/doc/olx-prt-001986.pdf	yes	2026-06-02
1987	OLX-BRK-001987	8592871784643	BOS852827	OE9045305	76299	Bosch	Bosch	OlejExpert s.r.o.	Braking system	Brake discs	BRK	Brake discs Bosch	Brake discs Bosch, diameter 330 mm	Brake discs by Bosch with 330 mm diameter. Approved to ECE R90, anti-corrosion coating, balanced for low noise.	Front/Rear axle		Front/Rear axle			EUR	23	25.95	31.92	39.64	48.76	52.8	0			€/pc		272	KE-03 Kosice	In stock	24 h	1	1	4	2	Plastic container	24 h	5.85	7.12	330	330	82		330x330x82 mm	Renault Mégane III 2008–2016	2008	2016	ECE R90	8708.30	China	New	24							https://cdn.olx.example/img/olx-brk-001987.jpg	https://cdn.olx.example/doc/olx-brk-001987.pdf	yes	2026-06-02
1988	OLX-ACC-001988	8591630210140	KEG523801		50774	Kegel	Kegel	OlejExpert s.r.o.	Accessories	Seat covers (set)	ACC	Seat covers (set) Kegel	Seat covers (set) Kegel, —	Seat covers (set) Kegel. Quality build, easy installation, universal or model-specific design.	Design	Universal			—	EUR	23	31.69	38.98	49.73	61.17	56.9	10	55.05		€/pc		0	DC-VIE Vienna	On order	7 days	7	1	1	1	Blister	7 days	5.68	6.89	233	196	80		233x196x80 mm	Universal				8708.29	Czechia	New	12							https://cdn.olx.example/img/olx-acc-001988.jpg	https://cdn.olx.example/doc/olx-acc-001988.pdf	yes	2026-06-02
1989	OLX-FLU-001989	8593941082287	CAS287871		24604	Castrol	Castrol	OlejExpert s.r.o.	Fluids	Engine oil	FLU	Engine oil Castrol 15W-40 5 L	Synthetic oil Castrol 15W-40, 5 L pack	Fully synthetic engine oil Castrol 15W-40. ACEA C3, API SP standards, VW/MB/BMW approvals. 5 L pack.	Viscosity/Pack	15W-40 / 5 L				EUR	23	57.82	71.12	80.82	99.41	39.8	5	94.44	19.88	€/L		245	ZA-02 Zilina	In stock	24 h	1	10	1	4	Blister	24 h	4.70	5.11	156	90	155	5.00	156x90x155 mm	Universal			ACEA C3 / API SP	3819.00	Turkey	New	0					15W-40	ACEA C3, API SP	https://cdn.olx.example/img/olx-flu-001989.jpg	https://cdn.olx.example/doc/olx-flu-001989.pdf	yes	2026-06-02
1990	OLX-FLT-001990	8597980745745	BOS120224	OE2509734;OE4981940	32566	Bosch	Bosch	OlejExpert s.r.o.	Filters	Fuel filter	FLT	Fuel filter Bosch	Fuel filter Bosch, type Standard	Fuel filter Bosch (Standard). Precise fitment geometry, high filtration efficiency and long service life per manufacturer intervals.	Filter type	Standard				EUR	23	21.58	26.54	29.63	36.44	37.3	0			€/pc		207	ZA-02 Zilina	In stock	24 h	1	1	1	1	Plastic container	24 h	0.23	0.28	185	147	75		185x147x75 mm	Mercedes-Benz C W204 2007–2014	2007	2014	ISO 4548	8421.23	China	New	24							https://cdn.olx.example/img/olx-flt-001990.jpg	https://cdn.olx.example/doc/olx-flt-001990.pdf	no	2026-06-02
1991	OLX-FLT-001991	8598352957568	BOS862408	OE8420548	30208	Bosch	Bosch	OlejExpert s.r.o.	Filters	Oil filter	FLT	Oil filter Bosch	Oil filter Bosch, type Activated carbon	Oil filter Bosch (Activated carbon). Precise fitment geometry, high filtration efficiency and long service life per manufacturer intervals.	Filter type	Activated carbon				EUR	23	12.84	15.79	19.44	23.91	51.4	0			€/pc		37	DC-PRG Prague	Incoming	2–3 days	3	5	4	4	Boxed set	2–3 days	0.33	0.37	82	201	94		82x201x94 mm	Škoda Octavia III (5E) 2013–2020	2013	2020	ISO 4548	8421.23	Turkey	New	24							https://cdn.olx.example/img/olx-flt-001991.jpg	https://cdn.olx.example/doc/olx-flt-001991.pdf	no	2026-06-02
1992	OLX-FLU-001992	8599809807375	BOS533847		90875	Bosch	Bosch	OlejExpert s.r.o.	Fluids	Brake fluid	FLU	Brake fluid Bosch 0.5 L	Brake fluid Bosch, 0.5 L, DOT 4	Brake fluid Bosch, DOT 4 standard, 0.5 L pack. Ready to use, compliant with vehicle manufacturer specifications.	Pack	0.5 L				EUR	23	8.89	10.93	13.14	16.16	47.8	0		32.32	€/L		38	ZA-02 Zilina	In stock	24 h	1	4	4	4	Plastic container	24 h	0.50	0.58	240	135	245	0.50	240x135x245 mm	Universal			DOT 4	3819.00	France	New	0							https://cdn.olx.example/img/olx-flu-001992.jpg	https://cdn.olx.example/doc/olx-flu-001992.pdf	yes	2026-06-02
1993	OLX-FLU-001993	8591529414956	LIQ382774		26629	Liqui Moly	Liqui Moly	OlejExpert s.r.o.	Fluids	Coolant	FLU	Coolant Liqui Moly 1.5 L	Coolant Liqui Moly, 1.5 L, G12++	Coolant Liqui Moly, G12++ standard, 1.5 L pack. Ready to use, compliant with vehicle manufacturer specifications.	Pack	1.5 L				EUR	23	8.43	10.37	12.24	15.06	45.2	15	12.80	10.04	€/L		119	ZA-02 Zilina	In stock	24 h	1	1	4	1	Box	24 h	1.55	1.63	225	165	303	1.50	225x165x303 mm	Universal			G12++	3819.00	Czechia	New	0							https://cdn.olx.example/img/olx-flu-001993.jpg	https://cdn.olx.example/doc/olx-flu-001993.pdf	yes	2026-06-02
1994	OLX-FLU-001994	8596295634935	MOB615169		77970	Mobil	Mobil	OlejExpert s.r.o.	Fluids	Engine oil	FLU	Engine oil Mobil 10W-40 4 L	Synthetic oil Mobil 10W-40, 4 L pack	Fully synthetic engine oil Mobil 10W-40. ACEA C3, API SP standards, VW/MB/BMW approvals. 4 L pack.	Viscosity/Pack	10W-40 / 4 L				EUR	23	28.29	34.80	39.87	49.04	40.9	0		12.26	€/L		288	DC-PRG Prague	In stock	24 h	1	10	1	4	Blister	24 h	3.80	4.35	291	117	234	4.00	291x117x234 mm	Universal			ACEA C3 / API SP	3819.00	Spain	New	0					10W-40	ACEA C3, API SP	https://cdn.olx.example/img/olx-flu-001994.jpg	https://cdn.olx.example/doc/olx-flu-001994.pdf	yes	2026-06-02
1995	OLX-FLU-001995	8593506052038	SHE430098		97681	Shell	Shell	OlejExpert s.r.o.	Fluids	Engine oil	FLU	Engine oil Shell 0W-20 1 L	Synthetic oil Shell 0W-20, 1 L pack	Fully synthetic engine oil Shell 0W-20. ACEA C3, API SN PLUS standards, VW/MB/BMW approvals. 1 L pack.	Viscosity/Pack	0W-20 / 1 L				EUR	23	6.57	8.08	8.87	10.91	35.0	5	10.36	10.91	€/L		34	DC-PRG Prague	Incoming	2–3 days	3	1	4	1	Blister	2–3 days	1.00	1.15	231	200	257	1.00	231x200x257 mm	Universal			ACEA C3 / API SN PLUS	3819.00	Germany	New	0					0W-20	ACEA C3, API SN PLUS	https://cdn.olx.example/img/olx-flu-001995.jpg	https://cdn.olx.example/doc/olx-flu-001995.pdf	yes	2026-06-02
1996	OLX-FLU-001996	8599262126686	MOB538088		99063	Mobil	Mobil	OlejExpert s.r.o.	Fluids	Engine oil	FLU	Engine oil Mobil 15W-40 20 L	Synthetic oil Mobil 15W-40, 20 L pack	Fully synthetic engine oil Mobil 15W-40. ACEA A3/B4, API SN standards, VW/MB/BMW approvals. 20 L pack.	Viscosity/Pack	15W-40 / 20 L				EUR	23	169.04	207.92	229.46	282.24	35.7	0		14.11	€/L		0	DC-PRG Prague	On order	14 days	14	4	4	4	Boxed set	14 days	18.50	20.16	129	182	385	20.00	129x182x385 mm	Universal			ACEA A3/B4 / API SN	3819.00	France	New	0					15W-40	ACEA A3/B4, API SN	https://cdn.olx.example/img/olx-flu-001996.jpg	https://cdn.olx.example/doc/olx-flu-001996.pdf	no	2026-06-02
1997	OLX-FLU-001997	8599295259849	LIQ943162		15574	Liqui Moly	Liqui Moly	OlejExpert s.r.o.	Fluids	AdBlue	FLU	AdBlue Liqui Moly 10 L	AdBlue Liqui Moly, 10 L, ISO 22241	AdBlue Liqui Moly, ISO 22241 standard, 10 L pack. Ready to use, compliant with vehicle manufacturer specifications.	Pack	10 L				EUR	23	11.73	14.43	17.08	21.01	45.6	0		2.10	€/L		0	DC-PRG Prague	On order	7 days	7	10	1	1	Boxed set	7 days	10.98	12.24	188	95	394	10.00	188x95x394 mm	Universal			ISO 22241	3819.00	Germany	New	0							https://cdn.olx.example/img/olx-flu-001997.jpg	https://cdn.olx.example/doc/olx-flu-001997.pdf	yes	2026-06-02
1998	OLX-FLU-001998	8597681319542	LIQ542537		68875	Liqui Moly	Liqui Moly	OlejExpert s.r.o.	Fluids	Engine oil	FLU	Engine oil Liqui Moly 10W-40 5 L	Synthetic oil Liqui Moly 10W-40, 5 L pack	Fully synthetic engine oil Liqui Moly 10W-40. ACEA A3/B4, API SN standards, VW/MB/BMW approvals. 5 L pack.	Viscosity/Pack	10W-40 / 5 L				EUR	23	30.20	37.15	37.83	46.53	25.3	15	39.55	9.31	€/L		469	BA-01 Bratislava	In stock	24 h	1	1	1	1	Film wrap	24 h	4.70	5.54	236	237	280	5.00	236x237x280 mm	Universal			ACEA A3/B4 / API SN	3819.00	France	New	0					10W-40	ACEA A3/B4, API SN	https://cdn.olx.example/img/olx-flu-001998.jpg	https://cdn.olx.example/doc/olx-flu-001998.pdf	yes	2026-06-02
1999	OLX-FLU-001999	8593904889731	LIQ670463		81469	Liqui Moly	Liqui Moly	OlejExpert s.r.o.	Fluids	Engine oil	FLU	Engine oil Liqui Moly 15W-40 20 L	Synthetic oil Liqui Moly 15W-40, 20 L pack	Fully synthetic engine oil Liqui Moly 15W-40. ACEA A5/B5, API SP standards, VW/MB/BMW approvals. 20 L pack.	Viscosity/Pack	15W-40 / 20 L				EUR	23	138.48	170.33	196.88	242.16	42.2	0		12.11	€/L		137	BA-01 Bratislava	In stock	24 h	1	5	1	1	Plastic container	24 h	18.50	19.71	246	255	178	20.00	246x255x178 mm	Universal			ACEA A5/B5 / API SP	3819.00	Italy	New	0					15W-40	ACEA A5/B5, API SP	https://cdn.olx.example/img/olx-flu-001999.jpg	https://cdn.olx.example/doc/olx-flu-001999.pdf	yes	2026-06-02
2000	OLX-FLT-002000	8598960464557	MAN653079	OE8134870	41018	Mann-Filter	Mann-Filter	OlejExpert s.r.o.	Filters	Air filter	FLT	Air filter Mann-Filter	Air filter Mann-Filter, type High flow	Air filter Mann-Filter (High flow). Precise fitment geometry, high filtration efficiency and long service life per manufacturer intervals.	Filter type	High flow				EUR	23	12.53	15.41	18.12	22.29	44.6	0			€/pc		0	KE-03 Kosice	On order	7 days	7	10	4	2	Box	7 days	1.00	1.10	163	182	54		163x182x54 mm	Škoda Octavia II (1Z) 2004–2013	2004	2013	ISO 4548	8421.23	China	New	24							https://cdn.olx.example/img/olx-flt-002000.jpg	https://cdn.olx.example/doc/olx-flt-002000.pdf	yes	2026-06-02
2001	OLX-ACC-002001	8596129729844	REZ811381		62573	Rezaw-Plast	Rezaw-Plast	OlejExpert s.r.o.	Accessories	Rubber mats (set)	ACC	Rubber mats (set) Rezaw-Plast	Rubber mats (set) Rezaw-Plast, beige	Rubber mats (set) Rezaw-Plast. Quality build, easy installation, universal or model-specific design.	Design	Set			Beige	EUR	23	13.22	16.26	19.63	24.14	48.5	15	20.52		€/pc		290	KE-03 Kosice	In stock	24 h	1	1	2	1	Blister	24 h	8.94	9.49	483	264	228		483x264x228 mm	Universal				8708.29	France	New	12							https://cdn.olx.example/img/olx-acc-002001.jpg	https://cdn.olx.example/doc/olx-acc-002001.pdf	yes	2026-06-02
2002	OLX-FLU-002002	8591337110033	VAL540392		23853	Valvoline	Valvoline	OlejExpert s.r.o.	Fluids	Engine oil	FLU	Engine oil Valvoline 15W-40 1 L	Synthetic oil Valvoline 15W-40, 1 L pack	Fully synthetic engine oil Valvoline 15W-40. ACEA C3, API SP standards, VW/MB/BMW approvals. 1 L pack.	Viscosity/Pack	15W-40 / 1 L				EUR	23	12.99	15.98	18.53	22.79	42.6	0		22.79	€/L		170	DC-PRG Prague	In stock	24 h	1	1	1	1	Plastic container	24 h	1.00	1.18	244	172	377	1.00	244x172x377 mm	Universal			ACEA C3 / API SP	3819.00	France	New	0					15W-40	ACEA C3, API SP	https://cdn.olx.example/img/olx-flu-002002.jpg	https://cdn.olx.example/doc/olx-flu-002002.pdf	yes	2026-06-02
2003	OLX-BRK-002003	8595049516176	CIF129193	OE1014033;OE9297235;OE4710390	71322	Cifam	Cifam	OlejExpert s.r.o.	Braking system	Brake caliper	BRK	Brake caliper Cifam	Brake caliper Cifam, diameter 312 mm	Brake caliper by Cifam with 312 mm diameter. Approved to ECE R90, anti-corrosion coating, balanced for low noise.	Wheel hub		Wheel hub	Left		EUR	23	159.00	195.57	228.36	280.88	43.6	0			€/pc	37.00	420	DC-VIE Vienna	In stock	24 h	1	1	2	1	Box	24 h	5.49	5.77	312	312	37		312x312x37 mm	Volkswagen Passat B7 2010–2014	2010	2014	ECE R90	8708.30	Italy	New	24							https://cdn.olx.example/img/olx-brk-002003.jpg	https://cdn.olx.example/doc/olx-brk-002003.pdf	no	2026-06-02
