riadok_id	dodavatelsky_kod	ean	mpn	oe_cisla	tecdoc_id	znacka	vyrobca	dodavatel	kategoria	podkategoria	kategoria_kod	nazov_produktu	kratky_popis	dlhy_popis	typ_variantu	hodnota_variantu	pozicia_montaze	strana	farba	mena	dph_sadzba_pct	voc_bez_dph	voc_s_dph	moc_bez_dph	moc_s_dph	marza_pct	rabat_pct	akciova_cena_s_dph	cena_za_jednotku	jednotka_ceny	zaloha_za_diel	sklad_mnozstvo	sklad_lokalita	dostupnost	doba_dodania	doba_dodania_dni	min_objednavka	objednavkovy_nasobok	ks_v_baleni	balenie_typ	expedicia_do	hmotnost_netto_kg	hmotnost_brutto_kg	dlzka_mm	sirka_mm	vyska_mm	objem_l	rozmery_text	kompatibilita_vozidla	rok_vyroby_od	rok_vyroby_do	norma_certifikat	colny_kod_hs	krajina_povodu	stav_tovaru	zaruka_mesiace	pneu_sezonnost	eu_stitok_palivo	eu_stitok_prilnavost	eu_stitok_hluk_db	olej_viskozita	olej_norma	obrazok_url	datasheet_url	aktivny	datum_aktualizacie
1339	MMK-LGT-001339	8593118522257	BOS437868		52122	Bosch	Bosch	MotoMarket s.r.o.	Osvetlenie a viditeľnosť	Stierač (sada)	LGT	Stierač (sada) Bosch	Stierač (sada) Bosch	Stierač (sada) Bosch. Vysoká svietivosť / dokonalé stieranie, dlhá životnosť, schválené pre cestnú prevádzku (ECE).	Balenie	Sada				EUR	23	19.55	24.05	26.00	31.98	33.0	10	28.78		€/ks		0	ZA-02 Žilina	Na objednávku	10 dní	10	1	1	1	Sada v krabici	10 dní	0.35	0.40	688	41	55		688x41x55 mm	Hyundai i30 II (GD) 2011–2017	2011	2017	ECE R37/R112	8512.20	Taliansko	Nový	12							https://cdn.mmk.sk/img/mmk-lgt-001339.jpg	https://cdn.mmk.sk/doc/mmk-lgt-001339.pdf	nie	2026-06-02
1340	MMK-TYR-001340	8593575194431	MAT491910		47895	Matador	Matador	MotoMarket s.r.o.	Pneumatiky	Zimná pneumatika	TYR	Matador 235/60 R18 95V zimná	Zimná pneu Matador 235/60 R18 95V	Zimná pneumatika Matador 235/60 R18, nosnosť 95, rýchlosť V. EÚ štítok: palivo B, priľnavosť na mokre A, hluk 73 dB.	Rozmer	235/60 R18 95V				EUR	23	38.76	47.67	50.10	61.62	29.3	10	55.46		€/ks		425	BA-01 Bratislava	Skladom	24 h	1	1	4	1	Sada v krabici	24 h	12.40	13.11	550	235	235		550x235x235 mm	Univerzálne			ECE R30	4011.10	Česko	Nový	24	Zimná	B	A	73			https://cdn.mmk.sk/img/mmk-tyr-001340.jpg	https://cdn.mmk.sk/doc/mmk-tyr-001340.pdf	nie	2026-06-02
1341	MMK-FLU-001341	8597474553603	CAS103783		23017	Castrol	Castrol	MotoMarket s.r.o.	Prevádzkové kvapaliny	Motorový olej	FLU	Motorový olej Castrol 15W-40 4 L	Syntetický olej Castrol 15W-40, balenie 4 L	Plne syntetický motorový olej Castrol 15W-40. Normy ACEA A3/B4, API SN, schválenia VW/MB/BMW. Balenie 4 L.	Viskozita/Balenie	15W-40 / 4 L				EUR	23	28.97	35.63	36.09	44.39	24.6	0		11.10	€/L		17	DC-WIEN Viedeň	Skladom	24 h	1	10	1	1	Kartón	24 h	3.80	4.06	126	283	342	4.00	126x283x342 mm	Univerzálne			ACEA A3/B4 / API SN	3819.00	Poľsko	Nový	0					15W-40	ACEA A3/B4, API SN	https://cdn.mmk.sk/img/mmk-flu-001341.jpg	https://cdn.mmk.sk/doc/mmk-flu-001341.pdf	áno	2026-06-02
1342	MMK-ACC-001342	8596895697736	BAS386318		13473	Baseus	Baseus	MotoMarket s.r.o.	Autodoplnky	Držiak telefónu	ACC	Držiak telefónu Baseus	Držiak telefónu Baseus, —	Držiak telefónu Baseus. Kvalitné spracovanie, jednoduchá montáž, univerzálne alebo modelovo špecifické prevedenie.	Prevedenie	—			—	EUR	23	10.98	13.51	16.45	20.23	49.8	5	19.22		€/ks		0	DC-PRG Praha	Vypredané	—	0	1	4	4	Blister	—	8.20	10.01	122	125	235		122x125x235 mm	Univerzálne				8708.29	Turecko	Nový	12							https://cdn.mmk.sk/img/mmk-acc-001342.jpg	https://cdn.mmk.sk/doc/mmk-acc-001342.pdf	áno	2026-06-02
1343	MMK-FLT-001343	8592119867534	MAN680758	OE6096209;OE4871997	75787	Mann-Filter	Mann-Filter	MotoMarket s.r.o.	Filtre	Olejový filter	FLT	Olejový filter Mann-Filter	Olejový filter Mann-Filter, typ Aktívne uhlie	Olejový filter Mann-Filter (Aktívne uhlie). Presná lícovacia geometria, vysoká filtračná účinnosť a dlhá životnosť podľa servisných intervalov výrobcu.	Typ filtra	Aktívne uhlie				EUR	23	5.98	7.36	9.55	11.75	59.7	10	10.58		€/ks		279	DC-WIEN Viedeň	Skladom	24 h	1	5	1	1	Fólia	24 h	1.14	1.23	260	162	111		260x162x111 mm	Dacia Duster I 2010–2018	2010	2018	ISO 4548	8421.23	Taliansko	Nový	24							https://cdn.mmk.sk/img/mmk-flt-001343.jpg	https://cdn.mmk.sk/doc/mmk-flt-001343.pdf	áno	2026-06-02
1344	MMK-BRK-001344	8591106803401	TRW737922	OE7750541;OE6182286;OE2209850	70431	TRW	TRW	MotoMarket s.r.o.	Brzdový systém	Brzdové čeľuste	BRK	Brzdové čeľuste TRW	Brzdové čeľuste TRW, priemer 280 mm	Brzdové čeľuste značky TRW s priemerom 280 mm. Schválené podľa ECE R90, povrchová úprava proti korózii, vyvážené pre nízku hlučnosť.	Zadná náprava		Zadná náprava	Ľavá		EUR	23	36.93	45.42	55.83	68.67	51.2	0			€/ks		238	BA-01 Bratislava	Skladom	24 h	1	4	1	1	Blister	24 h	7.12	7.87	280	280	18		280x280x18 mm	Hyundai i30 II (GD) 2011–2017	2011	2017	ECE R90	8708.30	Nemecko	Nový	24							https://cdn.mmk.sk/img/mmk-brk-001344.jpg	https://cdn.mmk.sk/doc/mmk-brk-001344.pdf	áno	2026-06-02
1345	MMK-FLU-001345	8598812082595	CAS557320		64991	Castrol	Castrol	MotoMarket s.r.o.	Prevádzkové kvapaliny	Motorový olej	FLU	Motorový olej Castrol 5W-30 1 L	Syntetický olej Castrol 5W-30, balenie 1 L	Plne syntetický motorový olej Castrol 5W-30. Normy ACEA C2, API SN PLUS, schválenia VW/MB/BMW. Balenie 1 L.	Viskozita/Balenie	5W-30 / 1 L				EUR	23	7.45	9.16	8.95	11.01	20.1	10	9.91	11.01	€/L		15	BA-01 Bratislava	Na ceste	2–3 dni	3	1	2	1	Sada v krabici	2–3 dni	1.00	1.23	234	144	341	1.00	234x144x341 mm	Univerzálne			ACEA C2 / API SN PLUS	3819.00	Taliansko	Nový	0					5W-30	ACEA C2, API SN PLUS	https://cdn.mmk.sk/img/mmk-flu-001345.jpg	https://cdn.mmk.sk/doc/mmk-flu-001345.pdf	nie	2026-06-02
1346	MMK-PRT-001346	8595134719260	DEN876574	OE2570410;OE1248066	89247	Denso	Denso	MotoMarket s.r.o.	Náhradné diely	Alternátor	PRT	Alternátor Denso	Alternátor Denso	Alternátor Denso. Presné lícovanie podľa OE špecifikácie, overená spoľahlivosť a životnosť. Repasovaný diel s vratnou zálohou.	Motor		Motor	Sada		EUR	23	147.08	180.91	222.96	274.24	51.6	10	246.82		€/ks	80.80	22	BA-01 Bratislava	Na ceste	2–3 dni	3	5	2	1	Fólia	2–3 dni	4.11	4.76	86	283	67		86x283x67 mm	Volkswagen Golf VI (5K) 2008–2013	2008	2013		8708.99	Nemecko	Repasovaný	24							https://cdn.mmk.sk/img/mmk-prt-001346.jpg	https://cdn.mmk.sk/doc/mmk-prt-001346.pdf	áno	2026-06-02
1347	MMK-ACC-001347	8590644491682	THU574645		27696	Thule	Thule	MotoMarket s.r.o.	Autodoplnky	Strešný box	ACC	Strešný box Thule	Strešný box Thule, sivá	Strešný box Thule. Kvalitné spracovanie, jednoduchá montáž, univerzálne alebo modelovo špecifické prevedenie.	Prevedenie	Sada			Sivá	EUR	23	503.10	618.81	684.22	841.59	36.0	0			€/ks		399	KE-03 Košice	Skladom	24 h	1	2	4	4	Blister	24 h	7.56	8.90	362	318	217		362x318x217 mm	Univerzálne				8708.29	Česko	Nový	12							https://cdn.mmk.sk/img/mmk-acc-001347.jpg	https://cdn.mmk.sk/doc/mmk-acc-001347.pdf	áno	2026-06-02
1348	MMK-BRK-001348	8591512640393	CIF731447	OE5295371;OE3126010	97636	Cifam	Cifam	MotoMarket s.r.o.	Brzdový systém	Brzdový strmeň	BRK	Brzdový strmeň Cifam	Brzdový strmeň Cifam, priemer 280 mm	Brzdový strmeň značky Cifam s priemerom 280 mm. Schválené podľa ECE R90, povrchová úprava proti korózii, vyvážené pre nízku hlučnosť.	Os kolesa		Os kolesa	Ľavá		EUR	23	63.94	78.65	98.61	121.29	54.2	5	115.23		€/ks	32.31	360	DC-WIEN Viedeň	Skladom	24 h	1	1	1	4	Blister	24 h	7.15	8.28	280	280	23		280x280x23 mm	Škoda Octavia III (5E) 2013–2020	2013	2020	ECE R90	8708.30	Nemecko	Nový	24							https://cdn.mmk.sk/img/mmk-brk-001348.jpg	https://cdn.mmk.sk/doc/mmk-brk-001348.pdf	áno	2026-06-02
1349	MMK-LGT-001349	8594023836347	PHI812231		65036	Philips	Philips	MotoMarket s.r.o.	Osvetlenie a viditeľnosť	Žiarovka LED	LGT	Žiarovka LED Philips	Žiarovka LED Philips	Žiarovka LED Philips. Vysoká svietivosť / dokonalé stieranie, dlhá životnosť, schválené pre cestnú prevádzku (ECE).	Balenie	1 ks				EUR	23	33.19	40.82	48.03	59.08	44.7	10	53.17		€/ks		396	ZA-02 Žilina	Skladom	24 h	1	5	2	1	Fólia	24 h	0.74	0.90	551	36	58		551x36x58 mm	Kia Ceed II (JD) 2012–2018	2012	2018	ECE R37/R112	8512.20	Česko	Nový	12							https://cdn.mmk.sk/img/mmk-lgt-001349.jpg	https://cdn.mmk.sk/doc/mmk-lgt-001349.pdf	áno	2026-06-02
1350	MMK-RIM-001350	8598786177235	OE93280		55397	OE	OE	MotoMarket s.r.o.	Disky	Oceľový disk	RIM	Oceľový disk OE 6.0Jx17 5x112 ET40	Oceľový disk OE 6.0Jx17, 5x112, ET40	Oceľový disk OE, 6.0Jx17, rozteč 5x112, ET40. Certifikované (TÜV), vhodné na celoročné použitie, povrchová úprava lakovaním.	Rozmer	6.0Jx17 5x112 ET40				EUR	23	80.68	99.24	113.27	139.32	40.4	0			€/ks		0	ZA-02 Žilina	Na objednávku	14 dní	14	10	4	1	Plastová nádoba	14 dní	9.90	10.98	475	475	150		475x475x150 mm	Univerzálne			TÜV / ECE	8708.70	Česko	Nový	24							https://cdn.mmk.sk/img/mmk-rim-001350.jpg	https://cdn.mmk.sk/doc/mmk-rim-001350.pdf	áno	2026-06-02
1351	MMK-TYR-001351	8590127343132	SAV862113		35648	Sava	Sava	MotoMarket s.r.o.	Pneumatiky	Letná pneumatika	TYR	Sava 195/45 R16 92H letná	Letná pneu Sava 195/45 R16 92H	Letná pneumatika Sava 195/45 R16, nosnosť 92, rýchlosť H. EÚ štítok: palivo D, priľnavosť na mokre A, hluk 72 dB.	Rozmer	195/45 R16 92H				EUR	23	139.39	171.45	175.40	215.74	25.8	0			€/ks		181	BA-01 Bratislava	Skladom	24 h	1	5	1	1	Sada v krabici	24 h	10.10	12.61	500	195	195		500x195x195 mm	Univerzálne			ECE R30	4011.10	Japonsko	Nový	24	Letná	D	A	72			https://cdn.mmk.sk/img/mmk-tyr-001351.jpg	https://cdn.mmk.sk/doc/mmk-tyr-001351.pdf	áno	2026-06-02
1352	MMK-LGT-001352	8596877127992	BOS89573		12076	Bosch	Bosch	MotoMarket s.r.o.	Osvetlenie a viditeľnosť	Stierač (sada)	LGT	Stierač (sada) Bosch	Stierač (sada) Bosch	Stierač (sada) Bosch. Vysoká svietivosť / dokonalé stieranie, dlhá životnosť, schválené pre cestnú prevádzku (ECE).	Balenie	2 ks (pár)				EUR	23	20.37	25.06	28.65	35.24	40.6	0			€/ks		477	DC-WIEN Viedeň	Skladom	24 h	1	10	4	2	Plastová nádoba	24 h	0.49	0.58	85	25	34		85x25x34 mm	Mercedes-Benz E W212 2009–2016	2009	2016	ECE R37/R112	8512.20	Taliansko	Nový	12							https://cdn.mmk.sk/img/mmk-lgt-001352.jpg	https://cdn.mmk.sk/doc/mmk-lgt-001352.pdf	áno	2026-06-02
1353	MMK-FLU-001353	8595196443851	FEB760864		76904	Febi	Febi	MotoMarket s.r.o.	Prevádzkové kvapaliny	Chladiaca kvapalina	FLU	Chladiaca kvapalina Febi 1.5 L	Chladiaca kvapalina Febi, 1.5 L, G12++	Chladiaca kvapalina Febi, norma G12++, balenie 1.5 L. Pripravená na priame použitie, v súlade s technickými špecifikáciami výrobcov vozidiel.	Balenie	1.5 L				EUR	23	17.82	21.92	23.63	29.06	32.6	0		19.37	€/L		0	DC-WIEN Viedeň	Vypredané	—	0	10	1	2	Blister	—	1.58	1.93	185	181	331	1.50	185x181x331 mm	Univerzálne			G12++	3819.00	Taliansko	Nový	0							https://cdn.mmk.sk/img/mmk-flu-001353.jpg	https://cdn.mmk.sk/doc/mmk-flu-001353.pdf	nie	2026-06-02
1354	MMK-RIM-001354	8597688718690	OE354933		70784	OE	OE	MotoMarket s.r.o.	Disky	Oceľový disk	RIM	Oceľový disk OE 7.0Jx15 4x100 ET45	Oceľový disk OE 7.0Jx15, 4x100, ET45	Oceľový disk OE, 7.0Jx15, rozteč 4x100, ET45. Certifikované (TÜV), vhodné na celoročné použitie, povrchová úprava lakovaním.	Rozmer	7.0Jx15 4x100 ET45				EUR	23	135.45	166.60	173.32	213.18	28.0	0			€/ks		225	KE-03 Košice	Skladom	24 h	1	4	4	2	Sada v krabici	24 h	11.30	12.47	425	425	175		425x425x175 mm	Univerzálne			TÜV / ECE	8708.70	Čína	Nový	24							https://cdn.mmk.sk/img/mmk-rim-001354.jpg	https://cdn.mmk.sk/doc/mmk-rim-001354.pdf	áno	2026-06-02
1355	MMK-BRK-001355	8594944899247	FER898436	OE2162007;OE7427669;OE4789569	33832	Ferodo	Ferodo	MotoMarket s.r.o.	Brzdový systém	Brzdové platničky	BRK	Brzdové platničky Ferodo	Brzdové platničky Ferodo, priemer 330 mm	Brzdové platničky značky Ferodo s priemerom 330 mm. Schválené podľa ECE R90, povrchová úprava proti korózii, vyvážené pre nízku hlučnosť.	Predná/Zadná náprava		Predná/Zadná náprava	Pravá		EUR	23	58.93	72.48	89.04	109.52	51.1	0			€/ks		0	BA-01 Bratislava	Na objednávku	7 dní	7	1	2	4	Plastová nádoba	7 dní	9.23	10.96	330	330	53		330x330x53 mm	Volkswagen Passat B7 2010–2014	2010	2014	ECE R90	8708.30	Čína	Nový	24							https://cdn.mmk.sk/img/mmk-brk-001355.jpg	https://cdn.mmk.sk/doc/mmk-brk-001355.pdf	nie	2026-06-02
1356	MMK-FLT-001356	8592936514208	BOS955987	OE3341679;OE8013168;OE6277021	99321	Bosch	Bosch	MotoMarket s.r.o.	Filtre	Kabínový filter	FLT	Kabínový filter Bosch	Kabínový filter Bosch, typ Aktívne uhlie	Kabínový filter Bosch (Aktívne uhlie). Presná lícovacia geometria, vysoká filtračná účinnosť a dlhá životnosť podľa servisných intervalov výrobcu.	Typ filtra	Aktívne uhlie				EUR	23	21.29	26.19	29.20	35.92	37.2	0			€/ks		19	BA-01 Bratislava	Skladom	24 h	1	1	1	1	Kartón	24 h	1.27	1.40	102	205	64		102x205x64 mm	Renault Mégane III 2008–2016	2008	2016	ISO 4548	8421.23	Česko	Nový	24							https://cdn.mmk.sk/img/mmk-flt-001356.jpg	https://cdn.mmk.sk/doc/mmk-flt-001356.pdf	áno	2026-06-02
1357	MMK-FLU-001357	8599343144509	MOB882249		37350	Mobil	Mobil	MotoMarket s.r.o.	Prevádzkové kvapaliny	Motorový olej	FLU	Motorový olej Mobil 10W-40 1 L	Syntetický olej Mobil 10W-40, balenie 1 L	Plne syntetický motorový olej Mobil 10W-40. Normy ACEA A3/B4, API SN PLUS, schválenia VW/MB/BMW. Balenie 1 L.	Viskozita/Balenie	10W-40 / 1 L				EUR	23	12.56	15.45	16.52	20.32	31.5	0		20.32	€/L		269	DC-PRG Praha	Skladom	24 h	1	1	4	4	Blister	24 h	1.00	1.18	100	139	379	1.00	100x139x379 mm	Univerzálne			ACEA A3/B4 / API SN PLUS	3819.00	Francúzsko	Nový	0					10W-40	ACEA A3/B4, API SN PLUS	https://cdn.mmk.sk/img/mmk-flu-001357.jpg	https://cdn.mmk.sk/doc/mmk-flu-001357.pdf	nie	2026-06-02
1358	MMK-PRT-001358	8590035754037	BOS165427	OE4953867;OE4297633;OE5823469	94979	Bosch	Bosch	MotoMarket s.r.o.	Náhradné diely	Alternátor	PRT	Alternátor Bosch	Alternátor Bosch	Alternátor Bosch. Presné lícovanie podľa OE špecifikácie, overená spoľahlivosť a životnosť. Repasovaný diel s vratnou zálohou.	Motor		Motor	Ľavá		EUR	23	150.55	185.18	203.81	250.69	35.4	5	238.16		€/ks	37.33	35	KE-03 Košice	Na ceste	2–3 dni	3	1	2	4	Kartón	2–3 dni	10.08	11.14	163	70	74		163x70x74 mm	Škoda Octavia II (1Z) 2004–2013	2004	2013		8708.99	Poľsko	Repasovaný	24							https://cdn.mmk.sk/img/mmk-prt-001358.jpg	https://cdn.mmk.sk/doc/mmk-prt-001358.pdf	áno	2026-06-02
1359	MMK-FLT-001359	8590703226149	MAH481606	OE4152498;OE8960909	34811	Mahle	Mahle	MotoMarket s.r.o.	Filtre	Vzduchový filter	FLT	Vzduchový filter Mahle	Vzduchový filter Mahle, typ Vysoký prietok	Vzduchový filter Mahle (Vysoký prietok). Presná lícovacia geometria, vysoká filtračná účinnosť a dlhá životnosť podľa servisných intervalov výrobcu.	Typ filtra	Vysoký prietok				EUR	23	20.17	24.81	29.60	36.41	46.8	0			€/ks		345	ZA-02 Žilina	Skladom	24 h	1	10	1	2	Plastová nádoba	24 h	0.53	0.62	175	238	61		175x238x61 mm	Volkswagen Golf VI (5K) 2008–2013	2008	2013	ISO 4548	8421.23	Čína	Nový	24							https://cdn.mmk.sk/img/mmk-flt-001359.jpg	https://cdn.mmk.sk/doc/mmk-flt-001359.pdf	áno	2026-06-02
1360	MMK-TYR-001360	8597910111701	BAR117157		57018	Barum	Barum	MotoMarket s.r.o.	Pneumatiky	Celoročná pneumatika	TYR	Barum 235/45 R17 90H celoročná	Celoročná pneu Barum 235/45 R17 90H	Celoročná pneumatika Barum 235/45 R17, nosnosť 90, rýchlosť H. EÚ štítok: palivo B, priľnavosť na mokre A, hluk 68 dB.	Rozmer	235/45 R17 90H				EUR	23	59.96	73.75	75.42	92.77	25.8	0			€/ks		0	ZA-02 Žilina	Na objednávku	7 dní	7	1	1	1	Plastová nádoba	7 dní	12.40	14.88	525	235	235		525x235x235 mm	Univerzálne			ECE R30	4011.10	Taliansko	Nový	24	Celoročná	B	A	68			https://cdn.mmk.sk/img/mmk-tyr-001360.jpg	https://cdn.mmk.sk/doc/mmk-tyr-001360.pdf	nie	2026-06-02
1361	MMK-PRT-001361	8592215340900	SAC478247	OE1324470;OE7191856;OE1358227	50909	Sachs	Sachs	MotoMarket s.r.o.	Náhradné diely	Tlmič pruženia	PRT	Tlmič pruženia Sachs	Tlmič pruženia Sachs	Tlmič pruženia Sachs. Presné lícovanie podľa OE špecifikácie, overená spoľahlivosť a životnosť.	Zadná náprava		Zadná náprava	Pravá		EUR	23	85.42	105.07	116.31	143.06	36.2	0			€/ks		0	DC-PRG Praha	Na objednávku	7 dní	7	1	1	1	Kartón	7 dní	2.26	2.67	253	104	199		253x104x199 mm	BMW 3 E90 2005–2012	2005	2012		8708.99	Česko	Nový	24							https://cdn.mmk.sk/img/mmk-prt-001361.jpg	https://cdn.mmk.sk/doc/mmk-prt-001361.pdf	áno	2026-06-02
1362	MMK-FLT-001362	8598141454650	HEN398137	OE2001645;OE9824942;OE8194030	10164	Hengst	Hengst	MotoMarket s.r.o.	Filtre	Olejový filter	FLT	Olejový filter Hengst	Olejový filter Hengst, typ Aktívne uhlie	Olejový filter Hengst (Aktívne uhlie). Presná lícovacia geometria, vysoká filtračná účinnosť a dlhá životnosť podľa servisných intervalov výrobcu.	Typ filtra	Aktívne uhlie				EUR	23	15.54	19.11	22.85	28.11	47.0	0			€/ks		52	KE-03 Košice	Skladom	24 h	1	5	1	1	Blister	24 h	0.21	0.24	195	188	40		195x188x40 mm	Kia Ceed II (JD) 2012–2018	2012	2018	ISO 4548	8421.23	Nemecko	Nový	24							https://cdn.mmk.sk/img/mmk-flt-001362.jpg	https://cdn.mmk.sk/doc/mmk-flt-001362.pdf	áno	2026-06-02
1363	MMK-LGT-001363	8592092279980	PHI967299		27190	Philips	Philips	MotoMarket s.r.o.	Osvetlenie a viditeľnosť	Žiarovka H7	LGT	Žiarovka H7 Philips	Žiarovka H7 Philips	Žiarovka H7 Philips. Vysoká svietivosť / dokonalé stieranie, dlhá životnosť, schválené pre cestnú prevádzku (ECE).	Balenie	Sada				EUR	23	9.31	11.45	14.16	17.42	52.1	0			€/ks		18	DC-PRG Praha	Na ceste	2–3 dni	3	4	1	4	Sada v krabici	2–3 dni	0.22	0.27	221	57	51		221x57x51 mm	Dacia Duster I 2010–2018	2010	2018	ECE R37/R112	8512.20	Taliansko	Nový	12							https://cdn.mmk.sk/img/mmk-lgt-001363.jpg	https://cdn.mmk.sk/doc/mmk-lgt-001363.pdf	áno	2026-06-02
1364	MMK-FLU-001364	8597338608562	CAS819808		81099	Castrol	Castrol	MotoMarket s.r.o.	Prevádzkové kvapaliny	Motorový olej	FLU	Motorový olej Castrol 5W-30 1 L	Syntetický olej Castrol 5W-30, balenie 1 L	Plne syntetický motorový olej Castrol 5W-30. Normy ACEA A3/B4, API SP, schválenia VW/MB/BMW. Balenie 1 L.	Viskozita/Balenie	5W-30 / 1 L				EUR	23	10.96	13.48	15.84	19.48	44.5	0		19.48	€/L		416	DC-WIEN Viedeň	Skladom	24 h	1	2	2	4	Fólia	24 h	1.00	1.16	229	101	296	1.00	229x101x296 mm	Univerzálne			ACEA A3/B4 / API SP	3819.00	Španielsko	Nový	0					5W-30	ACEA A3/B4, API SP	https://cdn.mmk.sk/img/mmk-flu-001364.jpg	https://cdn.mmk.sk/doc/mmk-flu-001364.pdf	áno	2026-06-02
1365	MMK-LGT-001365	8597004672293	PHI371447		60850	Philips	Philips	MotoMarket s.r.o.	Osvetlenie a viditeľnosť	Žiarovka H7	LGT	Žiarovka H7 Philips	Žiarovka H7 Philips	Žiarovka H7 Philips. Vysoká svietivosť / dokonalé stieranie, dlhá životnosť, schválené pre cestnú prevádzku (ECE).	Balenie	1 ks				EUR	23	3.34	4.11	4.45	5.47	33.2	0			€/ks		223	DC-WIEN Viedeň	Skladom	24 h	1	5	1	1	Blister	24 h	0.59	0.71	211	39	39		211x39x39 mm	Renault Mégane III 2008–2016	2008	2016	ECE R37/R112	8512.20	Japonsko	Nový	12							https://cdn.mmk.sk/img/mmk-lgt-001365.jpg	https://cdn.mmk.sk/doc/mmk-lgt-001365.pdf	áno	2026-06-02
1366	MMK-PRT-001366	8597458598712	LUK143084	OE3941151	67707	LuK	LuK	MotoMarket s.r.o.	Náhradné diely	Spojková sada	PRT	Spojková sada LuK	Spojková sada LuK	Spojková sada LuK. Presné lícovanie podľa OE špecifikácie, overená spoľahlivosť a životnosť.	Motor		Motor	Pravá		EUR	23	273.12	335.94	376.80	463.46	38.0	0			€/ks		0	DC-PRG Praha	Na objednávku	10 dní	10	10	4	1	Fólia	10 dní	1.26	1.48	183	74	201		183x74x201 mm	Mercedes-Benz E W212 2009–2016	2009	2016		8708.99	Česko	Nový	24							https://cdn.mmk.sk/img/mmk-prt-001366.jpg	https://cdn.mmk.sk/doc/mmk-prt-001366.pdf	áno	2026-06-02
1367	MMK-BRK-001367	8592481208386	FEB583873	OE9134009;OE6212003	71041	Febi	Febi	MotoMarket s.r.o.	Brzdový systém	Brzdové čeľuste	BRK	Brzdové čeľuste Febi	Brzdové čeľuste Febi, priemer 312 mm	Brzdové čeľuste značky Febi s priemerom 312 mm. Schválené podľa ECE R90, povrchová úprava proti korózii, vyvážené pre nízku hlučnosť.	Zadná náprava		Zadná náprava	Ľavá		EUR	23	28.63	35.21	39.66	48.78	38.5	0			€/ks		201	BA-01 Bratislava	Skladom	24 h	1	1	1	1	Plastová nádoba	24 h	1.60	1.97	312	312	46		312x312x46 mm	Kia Ceed II (JD) 2012–2018	2012	2018	ECE R90	8708.30	Japonsko	Nový	24							https://cdn.mmk.sk/img/mmk-brk-001367.jpg	https://cdn.mmk.sk/doc/mmk-brk-001367.pdf	nie	2026-06-02
1368	MMK-TYR-001368	8595752458381	CON512477		72298	Continental	Continental	MotoMarket s.r.o.	Pneumatiky	Celoročná pneumatika	TYR	Continental 235/60 R18 88H celoročná	Celoročná pneu Continental 235/60 R18 88H	Celoročná pneumatika Continental 235/60 R18, nosnosť 88, rýchlosť H. EÚ štítok: palivo C, priľnavosť na mokre A, hluk 68 dB.	Rozmer	235/60 R18 88H				EUR	23	142.11	174.80	189.80	233.45	33.6	15	198.43		€/ks		230	KE-03 Košice	Skladom	24 h	1	5	1	4	Blister	24 h	10.30	11.34	550	235	235		550x235x235 mm	Univerzálne			ECE R30	4011.10	Španielsko	Nový	24	Celoročná	C	A	68			https://cdn.mmk.sk/img/mmk-tyr-001368.jpg	https://cdn.mmk.sk/doc/mmk-tyr-001368.pdf	áno	2026-06-02
1369	MMK-FLU-001369	8595198776728	LIQ220445		53944	Liqui Moly	Liqui Moly	MotoMarket s.r.o.	Prevádzkové kvapaliny	AdBlue	FLU	AdBlue Liqui Moly 10 L	AdBlue Liqui Moly, 10 L, ISO 22241	AdBlue Liqui Moly, norma ISO 22241, balenie 10 L. Pripravená na priame použitie, v súlade s technickými špecifikáciami výrobcov vozidiel.	Balenie	10 L				EUR	23	15.42	18.97	23.12	28.44	49.9	0		2.84	€/L		0	KE-03 Košice	Na objednávku	14 dní	14	2	1	1	Plastová nádoba	14 dní	10.00	12.35	220	186	154	10.00	220x186x154 mm	Univerzálne			ISO 22241	3819.00	Taliansko	Nový	0							https://cdn.mmk.sk/img/mmk-flu-001369.jpg	https://cdn.mmk.sk/doc/mmk-flu-001369.pdf	áno	2026-06-02
1370	MMK-FLT-001370	8592672962882	FIL704513	OE4860349;OE9177039	55088	Filtron	Filtron	MotoMarket s.r.o.	Filtre	Vzduchový filter	FLT	Vzduchový filter Filtron	Vzduchový filter Filtron, typ Štandard	Vzduchový filter Filtron (Štandard). Presná lícovacia geometria, vysoká filtračná účinnosť a dlhá životnosť podľa servisných intervalov výrobcu.	Typ filtra	Štandard				EUR	23	26.74	32.89	36.27	44.61	35.6	0			€/ks		236	KE-03 Košice	Skladom	24 h	1	5	2	1	Sada v krabici	24 h	0.38	0.47	132	99	98		132x99x98 mm	Toyota Corolla E170 2013–2019	2013	2019	ISO 4548	8421.23	Japonsko	Nový	24							https://cdn.mmk.sk/img/mmk-flt-001370.jpg	https://cdn.mmk.sk/doc/mmk-flt-001370.pdf	áno	2026-06-02
