row_id	supplier_sku	ean	mpn	oe_numbers	tecdoc_id	brand	manufacturer	supplier	category	subcategory	category_code	product_name	short_description	long_description	variant_type	variant_value	fitment_position	side	color	currency	vat_rate_pct	wholesale_price_excl_vat	wholesale_price_incl_vat	retail_price_excl_vat	retail_price_incl_vat	margin_pct	discount_pct	sale_price_incl_vat	unit_price	price_unit	core_deposit	stock_qty	warehouse_location	availability	lead_time	lead_time_days	min_order_qty	order_multiple	units_per_pack	packaging_type	dispatch_within	net_weight_kg	gross_weight_kg	length_mm	width_mm	height_mm	volume_l	dimensions_text	vehicle_compatibility	year_from	year_to	standard_certification	hs_customs_code	country_of_origin	condition	warranty_months	tire_season	eu_label_fuel	eu_label_grip	eu_label_noise_db	oil_viscosity	oil_standard	image_url	datasheet_url	active	updated_at
1784	FLC-FLU-001784	8592505935533	CAS491904		71349	Castrol	Castrol	FilterCentrum s.r.o.	Fluids	Engine oil	FLU	Engine oil Castrol 10W-40 4 L	Synthetic oil Castrol 10W-40, 4 L pack	Fully synthetic engine oil Castrol 10W-40. ACEA A3/B4, API SN PLUS standards, VW/MB/BMW approvals. 4 L pack.	Viscosity/Pack	10W-40 / 4 L				EUR	23	36.85	45.33	45.17	55.56	22.6	0		13.89	€/L		39	DC-PRG Prague	Incoming	2–3 days	3	1	4	1	Boxed set	2–3 days	3.80	4.22	123	225	301	4.00	123x225x301 mm	Universal			ACEA A3/B4 / API SN PLUS	3819.00	China	New	0					10W-40	ACEA A3/B4, API SN PLUS	https://cdn.flc.example/img/flc-flu-001784.jpg	https://cdn.flc.example/doc/flc-flu-001784.pdf	yes	2026-06-02
1785	FLC-LGT-001785	8594117125654	PHI405966		62249	Philips	Philips	FilterCentrum s.r.o.	Lighting & visibility	LED bulb	LGT	LED bulb Philips	LED bulb Philips	LED bulb Philips. High luminosity / perfect wiping, long service life, road-legal (ECE).	Pack	2 pcs (pair)				EUR	23	46.69	57.43	60.83	74.82	30.3	15	63.60		€/pc		330	DC-PRG Prague	In stock	24 h	1	1	2	4	Blister	24 h	0.60	0.73	239	26	35		239x26x35 mm	Škoda Octavia II (1Z) 2004–2013	2004	2013	ECE R37/R112	8512.20	Slovakia	New	12							https://cdn.flc.example/img/flc-lgt-001785.jpg	https://cdn.flc.example/doc/flc-lgt-001785.pdf	yes	2026-06-02
1786	FLC-PRT-001786	8597567517819	BOS629572	OE4309914;OE9968336;OE7024737	46334	Bosch	Bosch	FilterCentrum s.r.o.	Spare parts	Starter motor	PRT	Starter motor Bosch	Starter motor Bosch	Starter motor Bosch. Precise fitment to OE specification, proven reliability and durability. Remanufactured part with refundable core deposit.	Front axle		Front axle	Right		EUR	23	123.14	151.46	169.93	209.01	38.0	0			€/pc	47.34	0	KE-03 Kosice	On order	7 days	7	2	4	2	Box	7 days	9.02	9.73	97	242	233		97x242x233 mm	Volkswagen Passat B7 2010–2014	2010	2014		8708.99	Japan	Remanufactured	24							https://cdn.flc.example/img/flc-prt-001786.jpg	https://cdn.flc.example/doc/flc-prt-001786.pdf	yes	2026-06-02
1787	FLC-RIM-001787	8596885158612	RON338649		90089	Ronal	Ronal	FilterCentrum s.r.o.	Wheels	Alloy wheel	RIM	Alloy wheel Ronal 6.0Jx18 5x112 ET50	Alloy wheel Ronal 6.0Jx18, 5x112, ET50	Alloy wheel Ronal, 6.0Jx18, PCD 5x112, ET50. Certified (TUV), suitable for all-year use, painted finish.	Size	6.0Jx18 5x112 ET50				EUR	23	100.15	123.18	143.44	176.43	43.2	0			€/pc		480	KE-03 Kosice	In stock	24 h	1	1	4	2	Box	24 h	8.90	9.92	500	500	150		500x500x150 mm	Universal			TUV / ECE	8708.70	Germany	New	24							https://cdn.flc.example/img/flc-rim-001787.jpg	https://cdn.flc.example/doc/flc-rim-001787.pdf	yes	2026-06-02
1788	FLC-FLU-001788	8595335101383	SHE527579		91956	Shell	Shell	FilterCentrum s.r.o.	Fluids	Engine oil	FLU	Engine oil Shell 0W-30 4 L	Synthetic oil Shell 0W-30, 4 L pack	Fully synthetic engine oil Shell 0W-30. ACEA A5/B5, API SN PLUS standards, VW/MB/BMW approvals. 4 L pack.	Viscosity/Pack	0W-30 / 4 L				EUR	23	40.37	49.66	55.83	68.67	38.3	5	65.24	17.17	€/L		0	DC-PRG Prague	On order	10 days	10	1	4	1	Film wrap	10 days	3.80	4.41	282	145	376	4.00	282x145x376 mm	Universal			ACEA A5/B5 / API SN PLUS	3819.00	Italy	New	0					0W-30	ACEA A5/B5, API SN PLUS	https://cdn.flc.example/img/flc-flu-001788.jpg	https://cdn.flc.example/doc/flc-flu-001788.pdf	yes	2026-06-02
1789	FLC-FLU-001789	8590254157046	SHE475056		71153	Sheron	Sheron	FilterCentrum s.r.o.	Fluids	Washer fluid	FLU	Washer fluid Sheron 3 L	Washer fluid Sheron, 3 L, —	Washer fluid Sheron, — standard, 3 L pack. Ready to use, compliant with vehicle manufacturer specifications.	Pack	3 L				EUR	23	6.74	8.29	9.98	12.28	48.1	15	10.44	4.09	€/L		243	BA-01 Bratislava	In stock	24 h	1	4	1	4	Boxed set	24 h	3.09	3.53	98	136	250	3.00	98x136x250 mm	Universal			—	3819.00	Germany	New	0							https://cdn.flc.example/img/flc-flu-001789.jpg	https://cdn.flc.example/doc/flc-flu-001789.pdf	yes	2026-06-02
1790	FLC-FLT-001790	8590923937818	MAH524598	OE6319820	21490	Mahle	Mahle	FilterCentrum s.r.o.	Filters	Air filter	FLT	Air filter Mahle	Air filter Mahle, type Activated carbon	Air filter Mahle (Activated carbon). Precise fitment geometry, high filtration efficiency and long service life per manufacturer intervals.	Filter type	Activated carbon				EUR	23	12.20	15.01	19.34	23.79	58.5	5	22.60		€/pc		273	BA-01 Bratislava	In stock	24 h	1	4	1	1	Plastic container	24 h	0.89	0.95	191	125	53		191x125x53 mm	Volkswagen Passat B7 2010–2014	2010	2014	ISO 4548	8421.23	Turkey	New	24							https://cdn.flc.example/img/flc-flt-001790.jpg	https://cdn.flc.example/doc/flc-flt-001790.pdf	no	2026-06-02
1791	FLC-FLT-001791	8598175957073	BOS596977	OE5852750	45611	Bosch	Bosch	FilterCentrum s.r.o.	Filters	Fuel filter	FLT	Fuel filter Bosch	Fuel filter Bosch, type Activated carbon	Fuel filter Bosch (Activated carbon). Precise fitment geometry, high filtration efficiency and long service life per manufacturer intervals.	Filter type	Activated carbon				EUR	23	11.70	14.39	18.69	22.99	59.7	0			€/pc		284	KE-03 Kosice	In stock	24 h	1	2	2	1	Film wrap	24 h	0.87	0.95	159	142	83		159x142x83 mm	Ford Mondeo IV 2007–2014	2007	2014	ISO 4548	8421.23	France	New	24							https://cdn.flc.example/img/flc-flt-001791.jpg	https://cdn.flc.example/doc/flc-flt-001791.pdf	yes	2026-06-02
1792	FLC-BRK-001792	8599104109143	BRE715625	OE2974012	15751	Brembo	Brembo	FilterCentrum s.r.o.	Braking system	Brake discs	BRK	Brake discs Brembo	Brake discs Brembo, diameter 288 mm	Brake discs by Brembo with 288 mm diameter. Approved to ECE R90, anti-corrosion coating, balanced for low noise.	Front/Rear axle		Front/Rear axle			EUR	23	48.55	59.72	74.63	91.79	53.7	0			€/pc		389	BA-01 Bratislava	In stock	24 h	1	10	2	1	Film wrap	24 h	4.91	5.65	288	288	90		288x288x90 mm	Ford Mondeo IV 2007–2014	2007	2014	ECE R90	8708.30	Germany	New	24							https://cdn.flc.example/img/flc-brk-001792.jpg	https://cdn.flc.example/doc/flc-brk-001792.pdf	yes	2026-06-02
1793	FLC-FLU-001793	8599211876082	LIQ412326		25932	Liqui Moly	Liqui Moly	FilterCentrum s.r.o.	Fluids	Coolant	FLU	Coolant Liqui Moly 1.5 L	Coolant Liqui Moly, 1.5 L, G12++	Coolant Liqui Moly, G12++ standard, 1.5 L pack. Ready to use, compliant with vehicle manufacturer specifications.	Pack	1.5 L				EUR	23	15.34	18.87	20.93	25.74	36.4	0		17.16	€/L		382	ZA-02 Zilina	In stock	24 h	1	2	1	4	Film wrap	24 h	1.51	1.63	106	148	259	1.50	106x148x259 mm	Universal			G12++	3819.00	Japan	New	0							https://cdn.flc.example/img/flc-flu-001793.jpg	https://cdn.flc.example/doc/flc-flu-001793.pdf	yes	2026-06-02
1794	FLC-FLT-001794	8598739388879	MAH251569	OE3961413;OE4440105;OE6972226	75621	Mahle	Mahle	FilterCentrum s.r.o.	Filters	Air filter	FLT	Air filter Mahle	Air filter Mahle, type Standard	Air filter Mahle (Standard). Precise fitment geometry, high filtration efficiency and long service life per manufacturer intervals.	Filter type	Standard				EUR	23	7.17	8.82	10.92	13.43	52.3	0			€/pc		90	BA-01 Bratislava	In stock	24 h	1	2	1	2	Plastic container	24 h	1.34	1.59	279	120	39		279x120x39 mm	Škoda Octavia II (1Z) 2004–2013	2004	2013	ISO 4548	8421.23	Poland	New	24							https://cdn.flc.example/img/flc-flt-001794.jpg	https://cdn.flc.example/doc/flc-flt-001794.pdf	yes	2026-06-02
1795	FLC-FLU-001795	8599114819537	SHE794577		39241	Shell	Shell	FilterCentrum s.r.o.	Fluids	Engine oil	FLU	Engine oil Shell 5W-30 20 L	Synthetic oil Shell 5W-30, 20 L pack	Fully synthetic engine oil Shell 5W-30. ACEA A5/B5, API SN standards, VW/MB/BMW approvals. 20 L pack.	Viscosity/Pack	5W-30 / 20 L				EUR	23	98.78	121.50	131.99	162.35	33.6	15	138.00	8.12	€/L		37	BA-01 Bratislava	Incoming	2–3 days	3	4	1	1	Film wrap	2–3 days	18.50	19.84	146	263	310	20.00	146x263x310 mm	Universal			ACEA A5/B5 / API SN	3819.00	Spain	New	0					5W-30	ACEA A5/B5, API SN	https://cdn.flc.example/img/flc-flu-001795.jpg	https://cdn.flc.example/doc/flc-flu-001795.pdf	yes	2026-06-02
1796	FLC-PRT-001796	8593355052609	BOS175007	OE2647665;OE3956648	31185	Bosch	Bosch	FilterCentrum s.r.o.	Spare parts	Spark plug	PRT	Spark plug Bosch	Spark plug Bosch	Spark plug Bosch. Precise fitment to OE specification, proven reliability and durability.	Engine		Engine			EUR	23	11.35	13.96	15.84	19.48	39.6	5	18.51		€/pc		32	ZA-02 Zilina	Incoming	2–3 days	3	1	2	1	Blister	2–3 days	4.25	4.72	191	157	224		191x157x224 mm	Mercedes-Benz C W204 2007–2014	2007	2014		8708.99	Spain	New	24							https://cdn.flc.example/img/flc-prt-001796.jpg	https://cdn.flc.example/doc/flc-prt-001796.pdf	no	2026-06-02
1797	FLC-LGT-001797	8598380469644	VAL176341		10818	Valeo	Valeo	FilterCentrum s.r.o.	Lighting & visibility	Wiper blade (set)	LGT	Wiper blade (set) Valeo	Wiper blade (set) Valeo	Wiper blade (set) Valeo. High luminosity / perfect wiping, long service life, road-legal (ECE).	Pack	1 pc				EUR	23	11.07	13.62	15.73	19.35	42.1	15	16.45		€/pc		18	KE-03 Kosice	Incoming	2–3 days	3	1	4	1	Box	2–3 days	0.35	0.43	442	54	49		442x54x49 mm	Opel Insignia A 2008–2017	2008	2017	ECE R37/R112	8512.20	France	New	12							https://cdn.flc.example/img/flc-lgt-001797.jpg	https://cdn.flc.example/doc/flc-lgt-001797.pdf	yes	2026-06-02
1798	FLC-BRK-001798	8596883287758	CIF120302	OE4616332;OE7755540;OE6368589	36600	Cifam	Cifam	FilterCentrum s.r.o.	Braking system	Brake caliper	BRK	Brake caliper Cifam	Brake caliper Cifam, diameter 280 mm	Brake caliper by Cifam with 280 mm diameter. Approved to ECE R90, anti-corrosion coating, balanced for low noise.	Wheel hub		Wheel hub			EUR	23	49.38	60.74	74.57	91.72	51.0	0			€/pc	33.22	0	DC-PRG Prague	Sold out	—	0	4	1	1	Blister	—	2.25	2.58	280	280	73		280x280x73 mm	Mercedes-Benz C W204 2007–2014	2007	2014	ECE R90	8708.30	Japan	New	24							https://cdn.flc.example/img/flc-brk-001798.jpg	https://cdn.flc.example/doc/flc-brk-001798.pdf	no	2026-06-02
1799	FLC-ACC-001799	8599820725498	PEW697960		10607	Pewag	Pewag	FilterCentrum s.r.o.	Accessories	Snow chains	ACC	Snow chains Pewag	Snow chains Pewag, grey	Snow chains Pewag. Quality build, easy installation, universal or model-specific design.	Design	Set			Grey	EUR	23	89.78	110.43	141.50	174.04	57.6	0			€/pc		459	KE-03 Kosice	In stock	24 h	1	5	4	1	Plastic container	24 h	5.00	5.75	352	219	22		352x219x22 mm	Universal				8708.29	Poland	New	12							https://cdn.flc.example/img/flc-acc-001799.jpg	https://cdn.flc.example/doc/flc-acc-001799.pdf	yes	2026-06-02
1800	FLC-FLU-001800	8595260859472	LIQ823657		59811	Liqui Moly	Liqui Moly	FilterCentrum s.r.o.	Fluids	Engine oil	FLU	Engine oil Liqui Moly 15W-40 1 L	Synthetic oil Liqui Moly 15W-40, 1 L pack	Fully synthetic engine oil Liqui Moly 15W-40. ACEA C3, API SN PLUS standards, VW/MB/BMW approvals. 1 L pack.	Viscosity/Pack	15W-40 / 1 L				EUR	23	11.52	14.17	13.88	17.07	20.5	0		17.07	€/L		0	DC-VIE Vienna	On order	14 days	14	1	2	1	Film wrap	14 days	1.00	1.07	186	286	121	1.00	186x286x121 mm	Universal			ACEA C3 / API SN PLUS	3819.00	Germany	New	0					15W-40	ACEA C3, API SN PLUS	https://cdn.flc.example/img/flc-flu-001800.jpg	https://cdn.flc.example/doc/flc-flu-001800.pdf	yes	2026-06-02
1801	FLC-FLT-001801	8596996148786	MAN634839	OE7808675;OE3553567	83986	Mann-Filter	Mann-Filter	FilterCentrum s.r.o.	Filters	Fuel filter	FLT	Fuel filter Mann-Filter	Fuel filter Mann-Filter, type High flow	Fuel filter Mann-Filter (High flow). Precise fitment geometry, high filtration efficiency and long service life per manufacturer intervals.	Filter type	High flow				EUR	23	24.21	29.78	33.62	41.35	38.9	0			€/pc		386	BA-01 Bratislava	In stock	24 h	1	5	4	1	Boxed set	24 h	0.23	0.28	262	244	48		262x244x48 mm	Audi A6 C7 2011–2018	2011	2018	ISO 4548	8421.23	Poland	New	24							https://cdn.flc.example/img/flc-flt-001801.jpg	https://cdn.flc.example/doc/flc-flt-001801.pdf	yes	2026-06-02
1802	FLC-FLT-001802	8599084891601	MAN209084	OE5032770;OE9516709;OE1172323	49190	Mann-Filter	Mann-Filter	FilterCentrum s.r.o.	Filters	Oil filter	FLT	Oil filter Mann-Filter	Oil filter Mann-Filter, type High flow	Oil filter Mann-Filter (High flow). Precise fitment geometry, high filtration efficiency and long service life per manufacturer intervals.	Filter type	High flow				EUR	23	5.31	6.53	7.87	9.68	48.2	0			€/pc		87	DC-PRG Prague	In stock	24 h	1	4	4	1	Box	24 h	0.79	0.93	298	66	41		298x66x41 mm	Dacia Duster I 2010–2018	2010	2018	ISO 4548	8421.23	Poland	New	24							https://cdn.flc.example/img/flc-flt-001802.jpg	https://cdn.flc.example/doc/flc-flt-001802.pdf	no	2026-06-02
1803	FLC-PRT-001803	8593479251261	BOS814301	OE8040794;OE4357439	29297	Bosch	Bosch	FilterCentrum s.r.o.	Spare parts	Starter motor	PRT	Starter motor Bosch	Starter motor Bosch	Starter motor Bosch. Precise fitment to OE specification, proven reliability and durability. Remanufactured part with refundable core deposit.				Left		EUR	23	168.64	207.43	254.74	313.33	51.1	0			€/pc	79.80	0	BA-01 Bratislava	On order	7 days	7	2	1	1	Blister	7 days	3.84	4.22	337	278	79		337x278x79 mm	Renault Mégane III 2008–2016	2008	2016		8708.99	Germany	Remanufactured	24							https://cdn.flc.example/img/flc-prt-001803.jpg	https://cdn.flc.example/doc/flc-prt-001803.pdf	yes	2026-06-02
1804	FLC-FLT-001804	8599376090354	MAH676139	OE2598045	91261	Mahle	Mahle	FilterCentrum s.r.o.	Filters	Fuel filter	FLT	Fuel filter Mahle	Fuel filter Mahle, type High flow	Fuel filter Mahle (High flow). Precise fitment geometry, high filtration efficiency and long service life per manufacturer intervals.	Filter type	High flow				EUR	23	23.73	29.19	32.52	40.00	37.0	15	34.00		€/pc		50	KE-03 Kosice	In stock	24 h	1	1	4	2	Film wrap	24 h	0.75	0.84	224	187	108		224x187x108 mm	Renault Mégane III 2008–2016	2008	2016	ISO 4548	8421.23	Germany	New	24							https://cdn.flc.example/img/flc-flt-001804.jpg	https://cdn.flc.example/doc/flc-flt-001804.pdf	yes	2026-06-02
1805	FLC-ACC-001805	8590033456360	HAP255445		58510	Hapro	Hapro	FilterCentrum s.r.o.	Accessories	Roof box	ACC	Roof box Hapro	Roof box Hapro, beige	Roof box Hapro. Quality build, easy installation, universal or model-specific design.	Design	Universal			Beige	EUR	23	511.65	629.33	826.19	1016.21	61.5	0			€/pc		0	DC-VIE Vienna	On order	7 days	7	1	2	1	Film wrap	7 days	2.23	2.76	54	172	259		54x172x259 mm	Universal				8708.29	Italy	New	12							https://cdn.flc.example/img/flc-acc-001805.jpg	https://cdn.flc.example/doc/flc-acc-001805.pdf	yes	2026-06-02
1806	FLC-FLT-001806	8599226482506	MAH911789	OE3389302	51970	Mahle	Mahle	FilterCentrum s.r.o.	Filters	Oil filter	FLT	Oil filter Mahle	Oil filter Mahle, type Standard	Oil filter Mahle (Standard). Precise fitment geometry, high filtration efficiency and long service life per manufacturer intervals.	Filter type	Standard				EUR	23	10.66	13.11	15.41	18.95	44.6	5	18.00		€/pc		224	BA-01 Bratislava	In stock	24 h	1	4	1	1	Boxed set	24 h	1.18	1.43	115	128	101		115x128x101 mm	BMW 5 F10 2010–2017	2010	2017	ISO 4548	8421.23	Poland	New	24							https://cdn.flc.example/img/flc-flt-001806.jpg	https://cdn.flc.example/doc/flc-flt-001806.pdf	yes	2026-06-02
1807	FLC-PRT-001807	8596849794542	SKF755281	OE3994759	93845	SKF	SKF	FilterCentrum s.r.o.	Spare parts	Water pump	PRT	Water pump SKF	Water pump SKF	Water pump SKF. Precise fitment to OE specification, proven reliability and durability.	Front axle		Front axle	Set		EUR	23	39.08	48.07	50.85	62.55	30.1	0			€/pc		320	BA-01 Bratislava	In stock	24 h	1	1	2	1	Box	24 h	3.26	3.99	234	133	115		234x133x115 mm	Ford Focus III 2010–2018	2010	2018		8708.99	Czechia	New	24							https://cdn.flc.example/img/flc-prt-001807.jpg	https://cdn.flc.example/doc/flc-prt-001807.pdf	yes	2026-06-02
1808	FLC-ACC-001808	8597459095777	KON731143		44712	Konig	Konig	FilterCentrum s.r.o.	Accessories	Snow chains	ACC	Snow chains Konig	Snow chains Konig, black	Snow chains Konig. Quality build, easy installation, universal or model-specific design.	Design	Universal			Black	EUR	23	51.77	63.68	78.29	96.30	51.2	10	86.67		€/pc		10	DC-VIE Vienna	In stock	24 h	1	1	4	1	Blister	24 h	2.27	2.59	512	358	233		512x358x233 mm	Universal				8708.29	China	New	12							https://cdn.flc.example/img/flc-acc-001808.jpg	https://cdn.flc.example/doc/flc-acc-001808.pdf	yes	2026-06-02
1809	FLC-FLT-001809	8595761408599	BOS47757	OE7396957;OE1717314;OE9415944	43201	Bosch	Bosch	FilterCentrum s.r.o.	Filters	Air filter	FLT	Air filter Bosch	Air filter Bosch, type Standard	Air filter Bosch (Standard). Precise fitment geometry, high filtration efficiency and long service life per manufacturer intervals.	Filter type	Standard				EUR	23	21.53	26.48	34.18	42.04	58.8	5	39.94		€/pc		141	BA-01 Bratislava	In stock	24 h	1	10	1	1	Blister	24 h	0.32	0.36	76	170	53		76x170x53 mm	Peugeot 308 II 2013–2021	2013	2021	ISO 4548	8421.23	Czechia	New	24							https://cdn.flc.example/img/flc-flt-001809.jpg	https://cdn.flc.example/doc/flc-flt-001809.pdf	no	2026-06-02
1810	FLC-FLT-001810	8598738711074	BOS483495	OE7009126	20202	Bosch	Bosch	FilterCentrum s.r.o.	Filters	Cabin filter	FLT	Cabin filter Bosch	Cabin filter Bosch, type Standard	Cabin filter Bosch (Standard). Precise fitment geometry, high filtration efficiency and long service life per manufacturer intervals.	Filter type	Standard				EUR	23	5.88	7.23	9.39	11.55	59.7	10	10.40		€/pc		132	ZA-02 Zilina	In stock	24 h	1	4	4	1	Film wrap	24 h	0.19	0.22	217	133	73		217x133x73 mm	Mercedes-Benz C W204 2007–2014	2007	2014	ISO 4548	8421.23	Czechia	New	24							https://cdn.flc.example/img/flc-flt-001810.jpg	https://cdn.flc.example/doc/flc-flt-001810.pdf	yes	2026-06-02
1811	FLC-RIM-001811	8598385051233	ALC613732		29652	Alcar	Alcar	FilterCentrum s.r.o.	Wheels	Alloy wheel	RIM	Alloy wheel Alcar 7.5Jx17 5x108 ET45	Alloy wheel Alcar 7.5Jx17, 5x108, ET45	Alloy wheel Alcar, 7.5Jx17, PCD 5x108, ET45. Certified (TUV), suitable for all-year use, painted finish.	Size	7.5Jx17 5x108 ET45				EUR	23	117.59	144.64	160.40	197.29	36.4	0			€/pc		15	ZA-02 Zilina	Incoming	2–3 days	3	1	2	1	Blister	2–3 days	7.90	9.60	475	475	187		475x475x187 mm	Universal			TUV / ECE	8708.70	Czechia	New	24							https://cdn.flc.example/img/flc-rim-001811.jpg	https://cdn.flc.example/doc/flc-rim-001811.pdf	yes	2026-06-02
1812	FLC-ACC-001812	8591211188455	MEG799004		59032	Meguiar's	Meguiar's	FilterCentrum s.r.o.	Accessories	Car shampoo	ACC	Car shampoo Meguiar's	Car shampoo Meguiar's, beige	Car shampoo Meguiar's. Quality build, easy installation, universal or model-specific design.	Design	Beige			Beige	EUR	23	4.48	5.51	7.31	8.99	63.2	5	8.54		€/pc		446	KE-03 Kosice	In stock	24 h	1	10	1	2	Blister	24 h	7.39	8.02	524	254	244		524x254x244 mm	Universal				8708.29	Poland	New	12							https://cdn.flc.example/img/flc-acc-001812.jpg	https://cdn.flc.example/doc/flc-acc-001812.pdf	no	2026-06-02
1813	FLC-LGT-001813	8592254415669	OSR800448		57355	Osram	Osram	FilterCentrum s.r.o.	Lighting & visibility	LED bulb	LGT	LED bulb Osram	LED bulb Osram	LED bulb Osram. High luminosity / perfect wiping, long service life, road-legal (ECE).	Pack	2 pcs (pair)				EUR	23	19.10	23.49	25.69	31.60	34.5	0			€/pc		339	ZA-02 Zilina	In stock	24 h	1	4	2	1	Plastic container	24 h	0.54	0.57	674	52	24		674x52x24 mm	Mercedes-Benz C W204 2007–2014	2007	2014	ECE R37/R112	8512.20	Spain	New	12							https://cdn.flc.example/img/flc-lgt-001813.jpg	https://cdn.flc.example/doc/flc-lgt-001813.pdf	yes	2026-06-02
1814	FLC-PRT-001814	8596465882432	BOS848201	OE6007662;OE7297406	26998	Bosch	Bosch	FilterCentrum s.r.o.	Spare parts	Ignition coil	PRT	Ignition coil Bosch	Ignition coil Bosch	Ignition coil Bosch. Precise fitment to OE specification, proven reliability and durability.				Right		EUR	23	71.56	88.02	94.94	116.78	32.7	0			€/pc		233	DC-VIE Vienna	In stock	24 h	1	2	1	4	Blister	24 h	4.19	4.71	344	205	250		344x205x250 mm	Ford Mondeo IV 2007–2014	2007	2014		8708.99	Italy	New	24							https://cdn.flc.example/img/flc-prt-001814.jpg	https://cdn.flc.example/doc/flc-prt-001814.pdf	yes	2026-06-02
1815	FLC-FLT-001815	8598107508557	HEN876248	OE4160903;OE7155245;OE4508467	86763	Hengst	Hengst	FilterCentrum s.r.o.	Filters	Oil filter	FLT	Oil filter Hengst	Oil filter Hengst, type Activated carbon	Oil filter Hengst (Activated carbon). Precise fitment geometry, high filtration efficiency and long service life per manufacturer intervals.	Filter type	Activated carbon				EUR	23	10.41	12.80	14.52	17.86	39.5	15	15.18		€/pc		24	ZA-02 Zilina	In stock	24 h	1	4	4	1	Boxed set	24 h	1.25	1.33	283	125	90		283x125x90 mm	Peugeot 308 II 2013–2021	2013	2021	ISO 4548	8421.23	Slovakia	New	24							https://cdn.flc.example/img/flc-flt-001815.jpg	https://cdn.flc.example/doc/flc-flt-001815.pdf	yes	2026-06-02
1816	FLC-FLT-001816	8590516502980	BOS952155	OE4660124	23529	Bosch	Bosch	FilterCentrum s.r.o.	Filters	Fuel filter	FLT	Fuel filter Bosch	Fuel filter Bosch, type High flow	Fuel filter Bosch (High flow). Precise fitment geometry, high filtration efficiency and long service life per manufacturer intervals.	Filter type	High flow				EUR	23	15.67	19.27	22.45	27.61	43.3	0			€/pc		417	KE-03 Kosice	In stock	24 h	1	1	4	4	Boxed set	24 h	0.18	0.21	148	241	95		148x241x95 mm	Kia Ceed II (JD) 2012–2018	2012	2018	ISO 4548	8421.23	Italy	New	24							https://cdn.flc.example/img/flc-flt-001816.jpg	https://cdn.flc.example/doc/flc-flt-001816.pdf	yes	2026-06-02
1817	FLC-FLU-001817	8593399525213	SHE670133		20276	Sheron	Sheron	FilterCentrum s.r.o.	Fluids	Washer fluid	FLU	Washer fluid Sheron 3 L	Washer fluid Sheron, 3 L, —	Washer fluid Sheron, — standard, 3 L pack. Ready to use, compliant with vehicle manufacturer specifications.	Pack	3 L				EUR	23	4.73	5.82	6.90	8.49	45.9	0		2.83	€/L		360	ZA-02 Zilina	In stock	24 h	1	1	1	1	Boxed set	24 h	3.15	3.83	250	161	214	3.00	250x161x214 mm	Universal			—	3819.00	France	New	0							https://cdn.flc.example/img/flc-flu-001817.jpg	https://cdn.flc.example/doc/flc-flu-001817.pdf	yes	2026-06-02
1818	FLC-LGT-001818	8590524972881	OSR241672		64095	Osram	Osram	FilterCentrum s.r.o.	Lighting & visibility	LED bulb	LGT	LED bulb Osram	LED bulb Osram	LED bulb Osram. High luminosity / perfect wiping, long service life, road-legal (ECE).	Pack	2 pcs (pair)				EUR	23	42.54	52.32	57.08	70.21	34.2	0			€/pc		39	ZA-02 Zilina	In stock	24 h	1	4	1	1	Blister	24 h	0.79	0.92	656	36	31		656x36x31 mm	Dacia Duster I 2010–2018	2010	2018	ECE R37/R112	8512.20	Spain	New	12							https://cdn.flc.example/img/flc-lgt-001818.jpg	https://cdn.flc.example/doc/flc-lgt-001818.pdf	no	2026-06-02
1819	FLC-ACC-001819	8595286663756	K2393510		70971	K2	K2	FilterCentrum s.r.o.	Accessories	Car shampoo	ACC	Car shampoo K2	Car shampoo K2, black	Car shampoo K2. Quality build, easy installation, universal or model-specific design.	Design	Black			Black	EUR	23	11.10	13.65	16.00	19.68	44.1	10	17.71		€/pc		34	BA-01 Bratislava	Incoming	2–3 days	3	10	1	1	Boxed set	2–3 days	4.97	5.45	594	120	172		594x120x172 mm	Universal				8708.29	Czechia	New	12							https://cdn.flc.example/img/flc-acc-001819.jpg	https://cdn.flc.example/doc/flc-acc-001819.pdf	yes	2026-06-02
1820	FLC-LGT-001820	8593563810923	OSR793674		81074	Osram	Osram	FilterCentrum s.r.o.	Lighting & visibility	LED bulb	LGT	LED bulb Osram	LED bulb Osram	LED bulb Osram. High luminosity / perfect wiping, long service life, road-legal (ECE).	Pack	2 pcs (pair)				EUR	23	20.63	25.37	28.24	34.74	36.9	5	33.00		€/pc		264	KE-03 Kosice	In stock	24 h	1	5	1	1	Blister	24 h	0.74	0.79	641	39	28		641x39x28 mm	Volkswagen Passat B7 2010–2014	2010	2014	ECE R37/R112	8512.20	Italy	New	12							https://cdn.flc.example/img/flc-lgt-001820.jpg	https://cdn.flc.example/doc/flc-lgt-001820.pdf	yes	2026-06-02
