riadok_id	dodavatelsky_kod	ean	mpn	oe_cisla	tecdoc_id	znacka	vyrobca	dodavatel	kategoria	podkategoria	kategoria_kod	nazov_produktu	kratky_popis	dlhy_popis	typ_variantu	hodnota_variantu	pozicia_montaze	strana	farba	mena	dph_sadzba_pct	voc_bez_dph	voc_s_dph	moc_bez_dph	moc_s_dph	marza_pct	rabat_pct	akciova_cena_s_dph	cena_za_jednotku	jednotka_ceny	zaloha_za_diel	sklad_mnozstvo	sklad_lokalita	dostupnost	doba_dodania	doba_dodania_dni	min_objednavka	objednavkovy_nasobok	ks_v_baleni	balenie_typ	expedicia_do	hmotnost_netto_kg	hmotnost_brutto_kg	dlzka_mm	sirka_mm	vyska_mm	objem_l	rozmery_text	kompatibilita_vozidla	rok_vyroby_od	rok_vyroby_do	norma_certifikat	colny_kod_hs	krajina_povodu	stav_tovaru	zaruka_mesiace	pneu_sezonnost	eu_stitok_palivo	eu_stitok_prilnavost	eu_stitok_hluk_db	olej_viskozita	olej_norma	obrazok_url	datasheet_url	aktivny	datum_aktualizacie
294	MDS-PRT-000294	8590294240906	BOS842978	OE9787280;OE9453526	34928	Bosch	Bosch	MotoDiely SK s.r.o.	Náhradné diely	Alternátor	PRT	Alternátor Bosch	Alternátor Bosch	Alternátor Bosch. Presné lícovanie podľa OE špecifikácie, overená spoľahlivosť a životnosť. Repasovaný diel s vratnou zálohou.	Motor		Motor			EUR	23	191.38	235.40	291.61	358.68	52.4	5	340.75		€/ks	60.78	27	DC-PRG Praha	Na ceste	2–3 dni	3	2	1	1	Plastová nádoba	2–3 dni	2.10	2.52	115	99	137		115x99x137 mm	Opel Insignia A 2008–2017	2008	2017		8708.99	Slovensko	Repasovaný	24							https://cdn.mds.sk/img/mds-prt-000294.jpg	https://cdn.mds.sk/doc/mds-prt-000294.pdf	nie	2026-06-02
295	MDS-PRT-000295	8593083402424	NGK293571	OE2998223;OE3870734	16752	NGK	NGK	MotoDiely SK s.r.o.	Náhradné diely	Zapaľovacia sviečka	PRT	Zapaľovacia sviečka NGK	Zapaľovacia sviečka NGK	Zapaľovacia sviečka NGK. Presné lícovanie podľa OE špecifikácie, overená spoľahlivosť a životnosť.	Predná náprava		Predná náprava	Sada		EUR	23	5.02	6.17	7.16	8.81	42.6	15	7.49		€/ks		160	ZA-02 Žilina	Skladom	24 h	1	10	1	4	Kartón	24 h	2.17	2.28	161	201	208		161x201x208 mm	Toyota Corolla E170 2013–2019	2013	2019		8708.99	Španielsko	Nový	24							https://cdn.mds.sk/img/mds-prt-000295.jpg	https://cdn.mds.sk/doc/mds-prt-000295.pdf	áno	2026-06-02
296	MDS-PRT-000296	8594983735438	VAL619918	OE7408577	92549	Valeo	Valeo	MotoDiely SK s.r.o.	Náhradné diely	Štartér	PRT	Štartér Valeo	Štartér Valeo	Štartér Valeo. Presné lícovanie podľa OE špecifikácie, overená spoľahlivosť a životnosť. Repasovaný diel s vratnou zálohou.	Predná náprava		Predná náprava			EUR	23	195.53	240.50	264.91	325.84	35.5	0			€/ks	89.04	13	DC-PRG Praha	Skladom	24 h	1	1	4	1	Plastová nádoba	24 h	5.08	5.71	363	125	113		363x125x113 mm	Peugeot 308 II 2013–2021	2013	2021		8708.99	Turecko	Repasovaný	24							https://cdn.mds.sk/img/mds-prt-000296.jpg	https://cdn.mds.sk/doc/mds-prt-000296.pdf	áno	2026-06-02
297	MDS-FLU-000297	8599312163760	VAL115102		79045	Valvoline	Valvoline	MotoDiely SK s.r.o.	Prevádzkové kvapaliny	Motorový olej	FLU	Motorový olej Valvoline 0W-30 4 L	Syntetický olej Valvoline 0W-30, balenie 4 L	Plne syntetický motorový olej Valvoline 0W-30. Normy ACEA A5/B5, API SN PLUS, schválenia VW/MB/BMW. Balenie 4 L.	Viskozita/Balenie	0W-30 / 4 L				EUR	23	29.29	36.03	35.30	43.42	20.5	0		10.86	€/L		0	ZA-02 Žilina	Na objednávku	14 dní	14	5	1	4	Kartón	14 dní	3.80	4.28	136	255	264	4.00	136x255x264 mm	Univerzálne			ACEA A5/B5 / API SN PLUS	3819.00	Nemecko	Nový	0					0W-30	ACEA A5/B5, API SN PLUS	https://cdn.mds.sk/img/mds-flu-000297.jpg	https://cdn.mds.sk/doc/mds-flu-000297.pdf	áno	2026-06-02
298	MDS-ACC-000298	8597972457236	PET68589		81241	Petex	Petex	MotoDiely SK s.r.o.	Autodoplnky	Gumové koberce (sada)	ACC	Gumové koberce (sada) Petex	Gumové koberce (sada) Petex, sivá	Gumové koberce (sada) Petex. Kvalitné spracovanie, jednoduchá montáž, univerzálne alebo modelovo špecifické prevedenie.	Prevedenie	Sada			Sivá	EUR	23	37.41	46.01	60.14	73.97	60.8	0			€/ks		0	KE-03 Košice	Na objednávku	7 dní	7	5	1	1	Kartón	7 dní	2.48	2.65	63	54	74		63x54x74 mm	Univerzálne				8708.29	Francúzsko	Nový	12							https://cdn.mds.sk/img/mds-acc-000298.jpg	https://cdn.mds.sk/doc/mds-acc-000298.pdf	áno	2026-06-02
299	MDS-FLU-000299	8591721314511	VAL655604		53741	Valvoline	Valvoline	MotoDiely SK s.r.o.	Prevádzkové kvapaliny	Motorový olej	FLU	Motorový olej Valvoline 0W-30 1 L	Syntetický olej Valvoline 0W-30, balenie 1 L	Plne syntetický motorový olej Valvoline 0W-30. Normy ACEA A3/B4, API SN, schválenia VW/MB/BMW. Balenie 1 L.	Viskozita/Balenie	0W-30 / 1 L				EUR	23	13.30	16.36	17.13	21.07	28.8	0		21.07	€/L		455	BA-01 Bratislava	Skladom	24 h	1	1	1	1	Sada v krabici	24 h	1.00	1.08	199	188	195	1.00	199x188x195 mm	Univerzálne			ACEA A3/B4 / API SN	3819.00	Slovensko	Nový	0					0W-30	ACEA A3/B4, API SN	https://cdn.mds.sk/img/mds-flu-000299.jpg	https://cdn.mds.sk/doc/mds-flu-000299.pdf	áno	2026-06-02
300	MDS-TYR-000300	8592526771196	SAV458217		46500	Sava	Sava	MotoDiely SK s.r.o.	Pneumatiky	Zimná pneumatika	TYR	Sava 205/50 R17 97W zimná	Zimná pneu Sava 205/50 R17 97W	Zimná pneumatika Sava 205/50 R17, nosnosť 97, rýchlosť W. EÚ štítok: palivo B, priľnavosť na mokre B, hluk 71 dB.	Rozmer	205/50 R17 97W				EUR	23	122.04	150.11	165.77	203.90	35.8	15	173.31		€/ks		0	ZA-02 Žilina	Na objednávku	7 dní	7	1	2	1	Blister	7 dní	12.10	14.56	525	205	205		525x205x205 mm	Univerzálne			ECE R30	4011.10	Španielsko	Nový	24	Zimná	B	B	71			https://cdn.mds.sk/img/mds-tyr-000300.jpg	https://cdn.mds.sk/doc/mds-tyr-000300.pdf	áno	2026-06-02
301	MDS-FLU-000301	8598361968937	VAL747246		21436	Valvoline	Valvoline	MotoDiely SK s.r.o.	Prevádzkové kvapaliny	Motorový olej	FLU	Motorový olej Valvoline 15W-40 20 L	Syntetický olej Valvoline 15W-40, balenie 20 L	Plne syntetický motorový olej Valvoline 15W-40. Normy ACEA C3, API SN, schválenia VW/MB/BMW. Balenie 20 L.	Viskozita/Balenie	15W-40 / 20 L				EUR	23	164.20	201.97	212.77	261.71	29.6	10	235.54	13.09	€/L		278	ZA-02 Žilina	Skladom	24 h	1	1	1	1	Kartón	24 h	18.50	20.77	295	257	245	20.00	295x257x245 mm	Univerzálne			ACEA C3 / API SN	3819.00	Turecko	Nový	0					15W-40	ACEA C3, API SN	https://cdn.mds.sk/img/mds-flu-000301.jpg	https://cdn.mds.sk/doc/mds-flu-000301.pdf	áno	2026-06-02
302	MDS-LGT-000302	8593021260659	PHI66710		23894	Philips	Philips	MotoDiely SK s.r.o.	Osvetlenie a viditeľnosť	Žiarovka H7	LGT	Žiarovka H7 Philips	Žiarovka H7 Philips	Žiarovka H7 Philips. Vysoká svietivosť / dokonalé stieranie, dlhá životnosť, schválené pre cestnú prevádzku (ECE).	Balenie	1 ks				EUR	23	5.61	6.90	8.70	10.70	55.1	10	9.63		€/ks		0	DC-WIEN Viedeň	Vypredané	—	0	1	4	4	Blister	—	0.69	0.73	182	38	49		182x38x49 mm	Volkswagen Passat B7 2010–2014	2010	2014	ECE R37/R112	8512.20	Španielsko	Nový	12							https://cdn.mds.sk/img/mds-lgt-000302.jpg	https://cdn.mds.sk/doc/mds-lgt-000302.pdf	áno	2026-06-02
303	MDS-BRK-000303	8594120092820	BRE21395	OE8448641;OE1221617	61955	Brembo	Brembo	MotoDiely SK s.r.o.	Brzdový systém	Brzdové kotúče	BRK	Brzdové kotúče Brembo	Brzdové kotúče Brembo, priemer 312 mm	Brzdové kotúče značky Brembo s priemerom 312 mm. Schválené podľa ECE R90, povrchová úprava proti korózii, vyvážené pre nízku hlučnosť.	Predná/Zadná náprava		Predná/Zadná náprava	Pravá		EUR	23	65.37	80.41	97.13	119.47	48.6	15	101.55		€/ks		158	DC-PRG Praha	Skladom	24 h	1	5	4	4	Fólia	24 h	4.42	5.45	312	312	41		312x312x41 mm	Dacia Duster I 2010–2018	2010	2018	ECE R90	8708.30	Japonsko	Nový	24							https://cdn.mds.sk/img/mds-brk-000303.jpg	https://cdn.mds.sk/doc/mds-brk-000303.pdf	áno	2026-06-02
304	MDS-RIM-000304	8591775662057	DEZ688058		65603	Dezent	Dezent	MotoDiely SK s.r.o.	Disky	Hliníkový disk	RIM	Hliníkový disk Dezent 6.0Jx17 5x108 ET40	Hliníkový disk Dezent 6.0Jx17, 5x108, ET40	Hliníkový disk Dezent, 6.0Jx17, rozteč 5x108, ET40. Certifikované (TÜV), vhodné na celoročné použitie, povrchová úprava lakovaním.	Rozmer	6.0Jx17 5x108 ET40				EUR	23	111.23	136.81	140.91	173.32	26.7	5	164.65		€/ks		386	ZA-02 Žilina	Skladom	24 h	1	1	1	1	Kartón	24 h	9.10	10.22	475	475	150		475x475x150 mm	Univerzálne			TÜV / ECE	8708.70	Španielsko	Nový	24							https://cdn.mds.sk/img/mds-rim-000304.jpg	https://cdn.mds.sk/doc/mds-rim-000304.pdf	áno	2026-06-02
305	MDS-FLT-000305	8590514054689	MAN214350	OE1752869;OE9116934;OE1766393	51218	Mann-Filter	Mann-Filter	MotoDiely SK s.r.o.	Filtre	Vzduchový filter	FLT	Vzduchový filter Mann-Filter	Vzduchový filter Mann-Filter, typ Štandard	Vzduchový filter Mann-Filter (Štandard). Presná lícovacia geometria, vysoká filtračná účinnosť a dlhá životnosť podľa servisných intervalov výrobcu.	Typ filtra	Štandard				EUR	23	10.66	13.11	15.86	19.51	48.8	15	16.58		€/ks		0	DC-PRG Praha	Na objednávku	7 dní	7	5	2	1	Kartón	7 dní	0.11	0.12	292	139	54		292x139x54 mm	Peugeot 308 II 2013–2021	2013	2021	ISO 4548	8421.23	Japonsko	Nový	24							https://cdn.mds.sk/img/mds-flt-000305.jpg	https://cdn.mds.sk/doc/mds-flt-000305.pdf	áno	2026-06-02
306	MDS-FLU-000306	8592288985725	MOB365488		48121	Mobil	Mobil	MotoDiely SK s.r.o.	Prevádzkové kvapaliny	Motorový olej	FLU	Motorový olej Mobil 0W-20 20 L	Syntetický olej Mobil 0W-20, balenie 20 L	Plne syntetický motorový olej Mobil 0W-20. Normy ACEA A3/B4, API SP, schválenia VW/MB/BMW. Balenie 20 L.	Viskozita/Balenie	0W-20 / 20 L				EUR	23	149.85	184.32	182.77	224.81	22.0	15	191.09	11.24	€/L		372	KE-03 Košice	Skladom	24 h	1	4	4	1	Plastová nádoba	24 h	18.50	20.31	131	128	357	20.00	131x128x357 mm	Univerzálne			ACEA A3/B4 / API SP	3819.00	Čína	Nový	0					0W-20	ACEA A3/B4, API SP	https://cdn.mds.sk/img/mds-flu-000306.jpg	https://cdn.mds.sk/doc/mds-flu-000306.pdf	áno	2026-06-02
307	MDS-LGT-000307	8592149551120	SWF755175		70390	SWF	SWF	MotoDiely SK s.r.o.	Osvetlenie a viditeľnosť	Stierač (sada)	LGT	Stierač (sada) SWF	Stierač (sada) SWF	Stierač (sada) SWF. Vysoká svietivosť / dokonalé stieranie, dlhá životnosť, schválené pre cestnú prevádzku (ECE).	Balenie	Sada				EUR	23	31.87	39.20	49.73	61.17	56.0	0			€/ks		237	KE-03 Košice	Skladom	24 h	1	2	2	2	Blister	24 h	0.12	0.15	55	29	39		55x29x39 mm	Audi A6 C7 2011–2018	2011	2018	ECE R37/R112	8512.20	Čína	Nový	12							https://cdn.mds.sk/img/mds-lgt-000307.jpg	https://cdn.mds.sk/doc/mds-lgt-000307.pdf	nie	2026-06-02
308	MDS-BRK-000308	8593802146295	ATE428675	OE1715977;OE1957285	19565	ATE	ATE	MotoDiely SK s.r.o.	Brzdový systém	Brzdový strmeň	BRK	Brzdový strmeň ATE	Brzdový strmeň ATE, priemer 300 mm	Brzdový strmeň značky ATE s priemerom 300 mm. Schválené podľa ECE R90, povrchová úprava proti korózii, vyvážené pre nízku hlučnosť.	Os kolesa		Os kolesa			EUR	23	150.47	185.08	227.39	279.69	51.1	0			€/ks	54.28	354	ZA-02 Žilina	Skladom	24 h	1	2	4	1	Fólia	24 h	1.92	2.19	300	300	64		300x300x64 mm	Opel Astra J 2009–2015	2009	2015	ECE R90	8708.30	Japonsko	Nový	24							https://cdn.mds.sk/img/mds-brk-000308.jpg	https://cdn.mds.sk/doc/mds-brk-000308.pdf	nie	2026-06-02
309	MDS-BRK-000309	8597235909601	BRE991949	OE1642271;OE3612902	57381	Brembo	Brembo	MotoDiely SK s.r.o.	Brzdový systém	Brzdové platničky	BRK	Brzdové platničky Brembo	Brzdové platničky Brembo, priemer 300 mm	Brzdové platničky značky Brembo s priemerom 300 mm. Schválené podľa ECE R90, povrchová úprava proti korózii, vyvážené pre nízku hlučnosť.	Predná/Zadná náprava		Predná/Zadná náprava	Ľavá		EUR	23	57.34	70.53	79.09	97.28	37.9	10	87.55		€/ks		364	DC-PRG Praha	Skladom	24 h	1	2	1	1	Blister	24 h	2.54	3.11	300	300	60		300x300x60 mm	Audi A4 B8 2007–2015	2007	2015	ECE R90	8708.30	Slovensko	Nový	24							https://cdn.mds.sk/img/mds-brk-000309.jpg	https://cdn.mds.sk/doc/mds-brk-000309.pdf	áno	2026-06-02
310	MDS-FLT-000310	8595423567787	MAN732291	OE8189612	31061	Mann-Filter	Mann-Filter	MotoDiely SK s.r.o.	Filtre	Vzduchový filter	FLT	Vzduchový filter Mann-Filter	Vzduchový filter Mann-Filter, typ Štandard	Vzduchový filter Mann-Filter (Štandard). Presná lícovacia geometria, vysoká filtračná účinnosť a dlhá životnosť podľa servisných intervalov výrobcu.	Typ filtra	Štandard				EUR	23	7.52	9.25	11.79	14.50	56.8	10	13.05		€/ks		462	DC-PRG Praha	Skladom	24 h	1	1	4	1	Sada v krabici	24 h	0.63	0.76	136	242	87		136x242x87 mm	Škoda Octavia III (5E) 2013–2020	2013	2020	ISO 4548	8421.23	Čína	Nový	24							https://cdn.mds.sk/img/mds-flt-000310.jpg	https://cdn.mds.sk/doc/mds-flt-000310.pdf	áno	2026-06-02
311	MDS-BRK-000311	8590727910338	TRW450586	OE5409097;OE9735757	81576	TRW	TRW	MotoDiely SK s.r.o.	Brzdový systém	Brzdové platničky	BRK	Brzdové platničky TRW	Brzdové platničky TRW, priemer 330 mm	Brzdové platničky značky TRW s priemerom 330 mm. Schválené podľa ECE R90, povrchová úprava proti korózii, vyvážené pre nízku hlučnosť.	Predná/Zadná náprava		Predná/Zadná náprava	Ľavá		EUR	23	67.37	82.87	90.12	110.85	33.8	5	105.31		€/ks		0	ZA-02 Žilina	Na objednávku	7 dní	7	4	4	1	Fólia	7 dní	8.97	9.79	330	330	58		330x330x58 mm	Hyundai i30 II (GD) 2011–2017	2011	2017	ECE R90	8708.30	Taliansko	Nový	24							https://cdn.mds.sk/img/mds-brk-000311.jpg	https://cdn.mds.sk/doc/mds-brk-000311.pdf	áno	2026-06-02
312	MDS-PRT-000312	8596528928664	BOS308873	OE8697782	96455	Bosch	Bosch	MotoDiely SK s.r.o.	Náhradné diely	Zapaľovacia cievka	PRT	Zapaľovacia cievka Bosch	Zapaľovacia cievka Bosch	Zapaľovacia cievka Bosch. Presné lícovanie podľa OE špecifikácie, overená spoľahlivosť a životnosť.				Sada		EUR	23	40.10	49.32	56.24	69.18	40.2	0			€/ks		0	DC-PRG Praha	Na objednávku	10 dní	10	5	2	4	Kartón	10 dní	3.89	4.86	113	229	157		113x229x157 mm	Škoda Superb II (3T) 2008–2015	2008	2015		8708.99	Česko	Nový	24							https://cdn.mds.sk/img/mds-prt-000312.jpg	https://cdn.mds.sk/doc/mds-prt-000312.pdf	áno	2026-06-02
313	MDS-TYR-000313	8591371576604	MAT995259		59105	Matador	Matador	MotoDiely SK s.r.o.	Pneumatiky	Celoročná pneumatika	TYR	Matador 205/45 R18 99H celoročná	Celoročná pneu Matador 205/45 R18 99H	Celoročná pneumatika Matador 205/45 R18, nosnosť 99, rýchlosť H. EÚ štítok: palivo E, priľnavosť na mokre C, hluk 72 dB.	Rozmer	205/45 R18 99H				EUR	23	140.35	172.63	191.91	236.05	36.7	0			€/ks		237	ZA-02 Žilina	Skladom	24 h	1	4	2	1	Fólia	24 h	10.70	11.89	550	205	205		550x205x205 mm	Univerzálne			ECE R30	4011.10	Slovensko	Nový	24	Celoročná	E	C	72			https://cdn.mds.sk/img/mds-tyr-000313.jpg	https://cdn.mds.sk/doc/mds-tyr-000313.pdf	áno	2026-06-02
314	MDS-BRK-000314	8590962626582	TRW176140	OE4232305;OE7598776	67331	TRW	TRW	MotoDiely SK s.r.o.	Brzdový systém	Brzdové čeľuste	BRK	Brzdové čeľuste TRW	Brzdové čeľuste TRW, priemer 256 mm	Brzdové čeľuste značky TRW s priemerom 256 mm. Schválené podľa ECE R90, povrchová úprava proti korózii, vyvážené pre nízku hlučnosť.	Zadná náprava		Zadná náprava			EUR	23	24.81	30.52	35.97	44.24	45.0	0			€/ks		297	ZA-02 Žilina	Skladom	24 h	1	1	1	4	Kartón	24 h	7.68	9.03	256	256	84		256x256x84 mm	Ford Mondeo IV 2007–2014	2007	2014	ECE R90	8708.30	Slovensko	Nový	24							https://cdn.mds.sk/img/mds-brk-000314.jpg	https://cdn.mds.sk/doc/mds-brk-000314.pdf	áno	2026-06-02
315	MDS-ACC-000315	8590275233439	PET571425		42145	Petex	Petex	MotoDiely SK s.r.o.	Autodoplnky	Autopoťahy (sada)	ACC	Autopoťahy (sada) Petex	Autopoťahy (sada) Petex, sivá	Autopoťahy (sada) Petex. Kvalitné spracovanie, jednoduchá montáž, univerzálne alebo modelovo špecifické prevedenie.	Prevedenie	Univerzál			Sivá	EUR	23	31.53	38.78	49.39	60.75	56.6	10	54.68		€/ks		0	DC-PRG Praha	Na objednávku	10 dní	10	10	2	1	Fólia	10 dní	0.33	0.35	61	371	98		61x371x98 mm	Univerzálne				8708.29	Poľsko	Nový	12							https://cdn.mds.sk/img/mds-acc-000315.jpg	https://cdn.mds.sk/doc/mds-acc-000315.pdf	áno	2026-06-02
316	MDS-TYR-000316	8597061713663	MAT942932		51102	Matador	Matador	MotoDiely SK s.r.o.	Pneumatiky	Letná pneumatika	TYR	Matador 235/45 R15 95H letná	Letná pneu Matador 235/45 R15 95H	Letná pneumatika Matador 235/45 R15, nosnosť 95, rýchlosť H. EÚ štítok: palivo C, priľnavosť na mokre B, hluk 70 dB.	Rozmer	235/45 R15 95H				EUR	23	151.61	186.48	195.38	240.32	28.9	0			€/ks		0	DC-PRG Praha	Na objednávku	7 dní	7	10	1	1	Fólia	7 dní	7.50	7.89	475	235	235		475x235x235 mm	Univerzálne			ECE R30	4011.10	Poľsko	Nový	24	Letná	C	B	70			https://cdn.mds.sk/img/mds-tyr-000316.jpg	https://cdn.mds.sk/doc/mds-tyr-000316.pdf	áno	2026-06-02
317	MDS-BRK-000317	8591305231241	ATE296960	OE3555942;OE4629021;OE7121849	73120	ATE	ATE	MotoDiely SK s.r.o.	Brzdový systém	Brzdový strmeň	BRK	Brzdový strmeň ATE	Brzdový strmeň ATE, priemer 300 mm	Brzdový strmeň značky ATE s priemerom 300 mm. Schválené podľa ECE R90, povrchová úprava proti korózii, vyvážené pre nízku hlučnosť.	Os kolesa		Os kolesa			EUR	23	114.00	140.22	155.45	191.20	36.4	0			€/ks	59.80	20	ZA-02 Žilina	Skladom	24 h	1	1	2	4	Fólia	24 h	0.84	0.96	300	300	84		300x300x84 mm	Ford Focus III 2010–2018	2010	2018	ECE R90	8708.30	Turecko	Nový	24							https://cdn.mds.sk/img/mds-brk-000317.jpg	https://cdn.mds.sk/doc/mds-brk-000317.pdf	nie	2026-06-02
318	MDS-FLU-000318	8596945919665	VAL219422		84336	Valvoline	Valvoline	MotoDiely SK s.r.o.	Prevádzkové kvapaliny	Motorový olej	FLU	Motorový olej Valvoline 0W-30 5 L	Syntetický olej Valvoline 0W-30, balenie 5 L	Plne syntetický motorový olej Valvoline 0W-30. Normy ACEA C3, API SP, schválenia VW/MB/BMW. Balenie 5 L.	Viskozita/Balenie	0W-30 / 5 L				EUR	23	34.23	42.10	42.49	52.26	24.1	0		10.45	€/L		0	KE-03 Košice	Na objednávku	10 dní	10	1	1	2	Blister	10 dní	4.70	5.77	116	239	279	5.00	116x239x279 mm	Univerzálne			ACEA C3 / API SP	3819.00	Japonsko	Nový	0					0W-30	ACEA C3, API SP	https://cdn.mds.sk/img/mds-flu-000318.jpg	https://cdn.mds.sk/doc/mds-flu-000318.pdf	áno	2026-06-02
319	MDS-TYR-000319	8590505379531	GOO598922		18681	Goodyear	Goodyear	MotoDiely SK s.r.o.	Pneumatiky	Letná pneumatika	TYR	Goodyear 215/65 R17 94H letná	Letná pneu Goodyear 215/65 R17 94H	Letná pneumatika Goodyear 215/65 R17, nosnosť 94, rýchlosť H. EÚ štítok: palivo C, priľnavosť na mokre B, hluk 71 dB.	Rozmer	215/65 R17 94H				EUR	23	138.44	170.28	165.57	203.65	19.6	15	173.10		€/ks		79	DC-PRG Praha	Skladom	24 h	1	1	1	4	Blister	24 h	9.00	9.64	525	215	215		525x215x215 mm	Univerzálne			ECE R30	4011.10	Francúzsko	Nový	24	Letná	C	B	71			https://cdn.mds.sk/img/mds-tyr-000319.jpg	https://cdn.mds.sk/doc/mds-tyr-000319.pdf	áno	2026-06-02
320	MDS-FLU-000320	8597295963902	LIQ308882		12337	Liqui Moly	Liqui Moly	MotoDiely SK s.r.o.	Prevádzkové kvapaliny	Kvapalina do ostrekovačov	FLU	Kvapalina do ostrekovačov Liqui Moly 3 L	Kvapalina do ostrekovačov Liqui Moly, 3 L, —	Kvapalina do ostrekovačov Liqui Moly, norma —, balenie 3 L. Pripravená na priame použitie, v súlade s technickými špecifikáciami výrobcov vozidiel.	Balenie	3 L				EUR	23	4.91	6.04	6.74	8.29	37.3	0		2.76	€/L		0	DC-WIEN Viedeň	Vypredané	—	0	1	4	1	Blister	—	3.10	3.78	140	102	355	3.00	140x102x355 mm	Univerzálne			—	3819.00	Slovensko	Nový	0							https://cdn.mds.sk/img/mds-flu-000320.jpg	https://cdn.mds.sk/doc/mds-flu-000320.pdf	áno	2026-06-02
321	MDS-ACC-000321	8599064771596	REZ117734		13838	Rezaw-Plast	Rezaw-Plast	MotoDiely SK s.r.o.	Autodoplnky	Gumové koberce (sada)	ACC	Gumové koberce (sada) Rezaw-Plast	Gumové koberce (sada) Rezaw-Plast, čierna	Gumové koberce (sada) Rezaw-Plast. Kvalitné spracovanie, jednoduchá montáž, univerzálne alebo modelovo špecifické prevedenie.	Prevedenie	Čierna			Čierna	EUR	23	14.29	17.58	23.06	28.36	61.4	5	26.94		€/ks		401	ZA-02 Žilina	Skladom	24 h	1	1	1	1	Kartón	24 h	0.95	1.19	475	204	160		475x204x160 mm	Univerzálne				8708.29	Slovensko	Nový	12							https://cdn.mds.sk/img/mds-acc-000321.jpg	https://cdn.mds.sk/doc/mds-acc-000321.pdf	áno	2026-06-02
322	MDS-FLT-000322	8592971252967	BOS677841	OE7367900;OE5528372;OE3857807	68560	Bosch	Bosch	MotoDiely SK s.r.o.	Filtre	Vzduchový filter	FLT	Vzduchový filter Bosch	Vzduchový filter Bosch, typ Vysoký prietok	Vzduchový filter Bosch (Vysoký prietok). Presná lícovacia geometria, vysoká filtračná účinnosť a dlhá životnosť podľa servisných intervalov výrobcu.	Typ filtra	Vysoký prietok				EUR	23	27.77	34.16	43.62	53.65	57.1	0			€/ks		160	BA-01 Bratislava	Skladom	24 h	1	4	1	4	Plastová nádoba	24 h	1.31	1.55	282	73	63		282x73x63 mm	BMW 3 E90 2005–2012	2005	2012	ISO 4548	8421.23	Francúzsko	Nový	24							https://cdn.mds.sk/img/mds-flt-000322.jpg	https://cdn.mds.sk/doc/mds-flt-000322.pdf	áno	2026-06-02
323	MDS-BAT-000323	8591703037636	BAN521333		23701	Banner	Banner	MotoDiely SK s.r.o.	Elektrika	Autobatéria	BAT	Autobatéria Banner 54 Ah 12V 486A	Autobatéria Banner 54 Ah, štart. prúd 486 A	Štartovacia batéria Banner 54 Ah, 12 V, štartovací prúd 486 A. Bezúdržbová, vhodná pre vozidlá so systémom štart-stop.	Kapacita	54 Ah				EUR	23	78.87	97.01	103.45	127.24	31.2	0			€/ks	8.58	13	KE-03 Košice	Na ceste	2–3 dni	3	1	2	1	Plastová nádoba	2–3 dni	14.30	16.89	242	175	190		242x175x190 mm	Škoda Fabia II (5J) 2007–2014	2007	2014	EN 50342	8507.10	Japonsko	Nový	24							https://cdn.mds.sk/img/mds-bat-000323.jpg	https://cdn.mds.sk/doc/mds-bat-000323.pdf	áno	2026-06-02
324	MDS-ACC-000324	8591271130722	MEG289714		13746	Meguiar's	Meguiar's	MotoDiely SK s.r.o.	Autodoplnky	Autošampón	ACC	Autošampón Meguiar's	Autošampón Meguiar's, —	Autošampón Meguiar's. Kvalitné spracovanie, jednoduchá montáž, univerzálne alebo modelovo špecifické prevedenie.	Prevedenie	Univerzál			—	EUR	23	17.65	21.71	24.25	29.83	37.4	5	28.34		€/ks		162	DC-PRG Praha	Skladom	24 h	1	5	4	1	Fólia	24 h	7.82	8.40	575	153	224		575x153x224 mm	Univerzálne				8708.29	Japonsko	Nový	12							https://cdn.mds.sk/img/mds-acc-000324.jpg	https://cdn.mds.sk/doc/mds-acc-000324.pdf	áno	2026-06-02
325	MDS-PRT-000325	8592948978616	SKF724248	OE7756052	16536	SKF	SKF	MotoDiely SK s.r.o.	Náhradné diely	Ložisko kolesa	PRT	Ložisko kolesa SKF	Ložisko kolesa SKF	Ložisko kolesa SKF. Presné lícovanie podľa OE špecifikácie, overená spoľahlivosť a životnosť.	Motor		Motor			EUR	23	48.20	59.29	63.84	78.52	32.4	15	66.74		€/ks		480	ZA-02 Žilina	Skladom	24 h	1	1	1	1	Kartón	24 h	5.34	6.56	220	63	142		220x63x142 mm	Audi A6 C7 2011–2018	2011	2018		8708.99	Čína	Nový	24							https://cdn.mds.sk/img/mds-prt-000325.jpg	https://cdn.mds.sk/doc/mds-prt-000325.pdf	áno	2026-06-02
